DetailID,AdvacePrice,PaidDate,PaymentStatus
2611,60.5000,2024-02-18 08:21:00.000,udana
2613,156.5000,2024-02-18 08:23:00.000,udana
2622,141.9000,2021-01-02 08:19:00.000,udana
2684,51.0000,2024-06-20 07:02:00.000,udana
2730,101.9000,2023-11-12 10:49:00.000,udana
2767,151.5000,2023-02-11 16:06:00.000,udana
2792,62.0000,2024-07-11 21:04:00.000,udana
2800,92.0000,2020-12-19 10:21:00.000,udana
2801,116.9000,2021-02-28 08:49:00.000,udana
2824,110.0000,2022-04-11 14:05:00.000,udana
2827,69.5000,2022-08-03 13:22:00.000,udana
2843,101.5000,2023-12-11 10:18:00.000,udana
2856,81.5000,2024-09-01 21:38:00.000,udana
2902,62.0000,2024-07-02 15:10:00.000,udana
2927,97.0000,2022-03-21 08:53:00.000,udana
2956,64.5000,2024-05-07 07:09:00.000,udana
2977,43.0000,2022-01-05 12:32:00.000,udana
2980,155.9000,2022-04-19 07:03:00.000,udana
2981,110.0000,2022-04-19 07:10:00.000,udana
2984,80.5000,2022-05-29 07:06:00.000,udana
2985,64.9000,2022-05-29 07:02:00.000,udana
2987,81.9000,2022-08-24 18:06:00.000,udana
2988,66.5000,2022-08-24 18:10:00.000,udana
3002,156.5000,2024-01-10 12:36:00.000,udana
3013,132.5000,2024-09-09 07:09:00.000,udana
3015,152.0000,2024-09-09 07:05:00.000,udana
3018,105.9000,2020-12-07 07:06:00.000,udana
3026,156.9000,2021-10-23 10:55:00.000,udana
3027,131.5000,2021-10-23 10:48:00.000,udana
3057,100.0000,2024-04-12 08:22:00.000,udana
3059,97.0000,2024-04-12 08:17:00.000,udana
3060,121.5000,2024-09-04 13:46:00.000,udana
3093,56.5000,2022-04-21 09:20:00.000,udana
3138,109.0000,2022-03-18 08:02:00.000,udana
3152,82.0000,2023-02-20 08:22:00.000,udana
3174,81.5000,2024-09-28 09:03:00.000,udana
3186,86.0000,2021-05-23 16:51:00.000,udana
3233,101.5000,2024-04-23 21:05:00.000,udana
3244,113.9000,2021-02-20 08:49:00.000,udana
3259,138.5000,2022-05-31 21:05:00.000,udana
3286,71.9000,2024-03-21 07:04:00.000,udana
3301,134.9000,2021-03-14 11:04:00.000,udana
3323,110.0000,2022-05-24 19:07:00.000,udana
3333,88.9000,2023-03-05 08:37:00.000,udana
3357,128.5000,2020-12-22 07:09:00.000,udana
3363,142.0000,2021-02-07 20:02:00.000,udana
3373,77.5000,2021-08-29 21:37:00.000,udana
3377,96.9000,2021-11-04 11:52:00.000,udana
3414,53.5000,2024-01-19 07:03:00.000,udana
3419,149.9000,2024-06-08 08:20:00.000,udana
3422,41.5000,2024-09-08 09:08:00.000,udana
3448,49.5000,2022-06-10 10:32:00.000,udana
3486,107.5000,2024-12-02 07:01:00.000,udana
3497,141.0000,2021-05-20 21:01:00.000,udana
3508,110.0000,2022-06-05 08:19:00.000,udana
3510,69.5000,2022-08-08 13:19:00.000,udana
3515,115.0000,2023-01-04 19:40:00.000,udana
3559,109.0000,2022-04-09 08:05:00.000,udana
3573,115.0000,2023-02-07 10:54:00.000,udana
3581,95.9000,2023-04-06 11:21:00.000,udana
3590,54.5000,2024-02-09 13:50:00.000,udana
3623,64.9000,2022-06-27 09:36:00.000,udana
3650,69.5000,2023-07-17 11:10:00.000,udana
3658,153.9000,2023-11-22 14:04:00.000,udana
3674,103.5000,2024-12-26 09:05:00.000,udana
3680,92.0000,2020-12-10 12:10:00.000,udana
3703,110.0000,2022-04-22 07:04:00.000,udana
3715,106.0000,2023-02-10 09:04:00.000,udana
3743,141.9000,2020-12-18 07:08:00.000,udana
3768,112.0000,2023-03-19 07:09:00.000,udana
3776,105.9000,2023-06-13 11:18:00.000,udana
3800,136.0000,2020-12-31 09:19:00.000,udana
3824,151.5000,2023-02-08 15:36:00.000,udana
3887,106.0000,2023-01-14 07:08:00.000,udana
3907,68.9000,2024-11-20 16:49:00.000,udana
3908,128.5000,2020-12-14 09:24:00.000,udana
3914,77.5000,2021-08-19 16:09:00.000,udana
3921,110.0000,2022-04-02 08:55:00.000,udana
3953,118.9000,2021-03-06 07:02:00.000,udana
3965,69.5000,2021-12-20 08:20:00.000,udana
3971,110.0000,2022-03-13 08:49:00.000,udana
3975,149.5000,2022-05-18 19:33:00.000,udana
4008,91.9000,2021-01-18 10:05:00.000,udana
4010,60.5000,2021-04-07 17:02:00.000,udana
4012,79.5000,2021-07-02 11:51:00.000,udana
4045,46.5000,2024-07-16 07:02:00.000,udana
4049,125.5000,2024-10-07 16:03:00.000,udana
4059,86.0000,2021-06-16 11:18:00.000,udana
4072,47.9000,2022-04-23 17:33:00.000,udana
4095,60.9000,2023-12-20 14:49:00.000,udana
4107,107.9000,2024-04-15 20:06:00.000,udana
4118,116.9000,2021-02-02 07:05:00.000,udana
4130,72.0000,2021-12-15 13:39:00.000,udana
4203,102.5000,2022-07-24 17:24:00.000,udana
4211,112.0000,2023-04-03 10:33:00.000,udana
4218,42.5000,2023-08-28 17:51:00.000,udana
4219,77.5000,2023-08-28 17:51:00.000,udana
4244,74.9000,2021-05-20 17:02:00.000,udana
4268,105.9000,2023-07-12 11:24:00.000,udana
4273,101.9000,2023-12-05 08:08:00.000,udana
4278,77.0000,2024-04-16 10:39:00.000,udana
4344,113.9000,2021-01-06 08:17:00.000,udana
4352,118.9000,2021-09-15 07:08:00.000,udana
4361,151.5000,2022-04-27 07:01:00.000,udana
4371,138.5000,2023-01-13 21:20:00.000,udana
4393,145.9000,2024-03-02 20:20:00.000,udana
4395,159.9000,2024-03-02 20:23:00.000,udana
4435,110.0000,2022-04-17 07:01:00.000,udana
4440,69.5000,2022-06-27 13:34:00.000,udana
4446,82.0000,2023-02-03 11:51:00.000,udana
4450,50.5000,2023-03-25 07:08:00.000,udana
4498,54.5000,2022-02-05 17:48:00.000,udana
4502,129.0000,2022-05-12 07:07:00.000,udana
4506,138.5000,2022-07-12 12:05:00.000,udana
4509,88.0000,2022-09-29 09:47:00.000,udana
4510,129.0000,2022-09-29 09:50:00.000,udana
4534,145.9000,2024-02-11 07:09:00.000,udana
4555,92.0000,2020-12-23 07:08:00.000,udana
4567,141.0000,2021-06-18 20:24:00.000,udana
4578,72.0000,2021-10-16 17:39:00.000,udana
4588,110.0000,2022-05-27 08:22:00.000,udana
4619,68.9000,2024-12-22 18:51:00.000,udana
4621,133.0000,2024-12-22 18:51:00.000,udana
4634,97.0000,2022-03-17 08:50:00.000,udana
4644,129.5000,2022-12-27 15:08:00.000,udana
4646,86.0000,2023-02-21 07:03:00.000,udana
4652,42.5000,2023-09-03 15:50:00.000,udana
4690,56.5000,2022-05-26 21:22:00.000,udana
4693,102.5000,2022-07-28 07:07:00.000,udana
4709,64.5000,2024-05-19 09:37:00.000,udana
4720,142.0000,2021-02-05 07:03:00.000,udana
4765,41.5000,2024-09-15 09:47:00.000,udana
4767,79.5000,2024-11-06 08:09:00.000,udana
4787,49.5000,2022-07-26 08:25:00.000,udana
4797,151.5000,2023-04-05 09:06:00.000,udana
4835,74.9000,2021-05-07 17:07:00.000,udana
4922,56.5000,2022-06-14 08:52:00.000,udana
4985,121.5000,2022-06-27 07:05:00.000,udana
5047,157.0000,2022-08-12 08:46:00.000,udana
5078,62.0000,2024-08-05 08:22:00.000,udana
5079,103.0000,2024-08-05 08:16:00.000,udana
5083,145.9000,2024-10-14 08:38:00.000,udana
5112,101.9000,2023-12-11 10:22:00.000,udana
5119,75.9000,2024-01-29 07:05:00.000,udana
5139,77.5000,2021-10-13 08:47:00.000,udana
5143,110.0000,2022-04-02 08:49:00.000,udana
5179,58.0000,2024-01-06 18:24:00.000,udana
5206,59.0000,2021-08-31 19:09:00.000,udana
5219,121.5000,2022-06-30 07:10:00.000,udana
5233,72.9000,2023-09-10 19:09:00.000,udana
5265,105.9000,2021-01-01 18:40:00.000,udana
5268,70.0000,2021-05-02 21:03:00.000,udana
5283,118.9000,2022-07-25 07:09:00.000,udana
5285,85.9000,2022-09-17 07:02:00.000,udana
5307,100.0000,2024-04-02 08:22:00.000,udana
5380,136.0000,2021-01-18 08:35:00.000,udana
5396,148.0000,2022-06-29 20:53:00.000,udana
5434,61.5000,2021-07-09 07:06:00.000,udana
5448,110.0000,2022-04-07 12:04:00.000,udana
5507,97.0000,2022-03-15 08:50:00.000,udana
5524,86.0000,2023-02-18 10:53:00.000,udana
5529,67.9000,2023-05-13 10:02:00.000,udana
5554,91.9000,2020-12-22 09:23:00.000,udana
5560,60.5000,2021-06-08 12:03:00.000,udana
5594,91.5000,2023-03-08 13:20:00.000,udana
5613,46.5000,2024-07-31 15:17:00.000,udana
5618,125.5000,2024-10-28 09:37:00.000,udana
5624,108.0000,2021-01-29 07:05:00.000,udana
5628,40.5000,2021-05-30 10:48:00.000,udana
5644,73.5000,2022-05-19 21:25:00.000,udana
5648,121.5000,2022-06-30 07:04:00.000,udana
5689,141.0000,2021-07-05 10:46:00.000,udana
5701,109.0000,2022-02-01 21:03:00.000,udana
5714,141.9000,2022-11-09 10:49:00.000,udana
5718,115.0000,2023-01-13 07:10:00.000,udana
5723,95.9000,2023-03-24 07:02:00.000,udana
5729,101.5000,2023-11-12 07:04:00.000,udana
5746,57.9000,2021-06-07 08:20:00.000,udana
5761,56.5000,2022-04-30 07:02:00.000,udana
5775,86.0000,2023-01-15 21:35:00.000,udana
5789,101.9000,2023-11-06 18:02:00.000,udana
5812,125.0000,2022-02-07 09:55:00.000,udana
5816,149.5000,2022-06-27 07:01:00.000,udana
5928,96.9000,2021-10-05 15:37:00.000,udana
5931,69.5000,2021-12-13 08:25:00.000,udana
5980,141.9000,2020-12-16 15:01:00.000,udana
5987,74.9000,2021-05-05 21:05:00.000,udana
6001,56.5000,2022-06-02 08:46:00.000,udana
6011,129.5000,2023-01-10 11:21:00.000,udana
6014,67.9000,2023-03-31 18:35:00.000,udana
6030,77.0000,2024-02-19 19:09:00.000,udana
6060,50.0000,2021-08-18 07:04:00.000,udana
6068,64.9000,2022-07-04 08:23:00.000,udana
6075,147.9000,2022-12-14 15:04:00.000,udana
6079,88.9000,2023-02-14 18:20:00.000,udana
6083,124.0000,2023-05-26 09:05:00.000,udana
6090,57.9000,2023-11-13 08:35:00.000,udana
6091,134.0000,2024-03-27 11:06:00.000,udana
6094,96.5000,2024-05-31 09:48:00.000,udana
6097,87.9000,2024-09-08 07:05:00.000,udana
6102,149.0000,2024-11-08 07:10:00.000,udana
6116,123.0000,2021-07-26 15:24:00.000,udana
6140,112.0000,2023-01-11 09:18:00.000,udana
6152,77.5000,2023-09-20 07:08:00.000,udana
6163,70.9000,2024-07-25 13:46:00.000,udana
6177,109.0000,2021-09-08 17:10:00.000,udana
6197,67.9000,2023-04-27 10:06:00.000,udana
6207,42.5000,2023-10-15 08:33:00.000,udana
6212,101.9000,2023-12-27 07:05:00.000,udana
6217,64.5000,2024-05-31 09:38:00.000,udana
6252,112.0000,2023-02-16 09:31:00.000,udana
6288,156.9000,2021-09-08 07:03:00.000,udana
6335,46.5000,2024-04-28 15:09:00.000,udana
6341,121.5000,2024-08-03 10:37:00.000,udana
6380,48.9000,2022-06-19 11:03:00.000,udana
6382,88.9000,2022-09-23 07:06:00.000,udana
6394,41.9000,2024-01-26 15:53:00.000,udana
6401,64.5000,2024-09-21 07:08:00.000,udana
6402,91.9000,2021-01-29 10:06:00.000,udana
6430,55.5000,2022-08-13 15:49:00.000,udana
6436,148.9000,2023-03-24 21:05:00.000,udana
6464,151.9000,2020-12-14 07:01:00.000,udana
6467,113.9000,2021-02-06 10:23:00.000,udana
6477,118.9000,2021-10-02 13:02:00.000,udana
6487,129.0000,2022-04-19 10:09:00.000,udana
6498,88.0000,2022-08-27 21:05:00.000,udana
6507,138.5000,2023-02-03 11:37:00.000,udana
6521,46.0000,2024-03-14 10:10:00.000,udana
6551,47.9000,2022-06-10 08:38:00.000,udana
6575,143.0000,2023-11-01 15:52:00.000,udana
6583,107.9000,2024-05-31 11:39:00.000,udana
6593,65.9000,2021-04-04 11:17:00.000,udana
6602,43.0000,2022-02-28 09:02:00.000,udana
6604,155.9000,2022-05-22 08:47:00.000,udana
6610,81.9000,2022-08-17 18:23:00.000,udana
6614,146.9000,2023-05-25 08:53:00.000,udana
6616,95.9000,2023-05-25 08:54:00.000,udana
6621,153.9000,2023-10-19 07:36:00.000,udana
6627,134.0000,2024-03-24 11:04:00.000,udana
6673,50.5000,2023-04-17 12:48:00.000,udana
6674,95.9000,2023-04-17 12:54:00.000,udana
6695,133.0000,2024-12-26 09:01:00.000,udana
6698,105.9000,2020-12-30 07:03:00.000,udana
6710,156.9000,2021-10-19 19:31:00.000,udana
6722,58.0000,2022-06-21 07:07:00.000,udana
6739,100.0000,2024-03-31 16:25:00.000,udana
6741,97.0000,2024-03-31 16:20:00.000,udana
6774,43.0000,2022-03-02 07:02:00.000,udana
6776,155.9000,2022-05-11 08:47:00.000,udana
6793,124.0000,2023-04-08 09:53:00.000,udana
6796,95.9000,2023-06-10 10:06:00.000,udana
6806,156.5000,2024-01-09 15:49:00.000,udana
6837,89.5000,2021-12-07 19:05:00.000,udana
6897,88.9000,2022-12-28 07:04:00.000,udana
6905,153.9000,2023-09-21 13:10:00.000,udana
6911,147.9000,2024-03-02 20:54:00.000,udana
6927,153.5000,2022-02-11 08:17:00.000,udana
6959,103.0000,2024-07-01 20:40:00.000,udana
6963,116.9000,2024-08-28 15:23:00.000,udana
6974,123.0000,2021-06-30 18:39:00.000,udana
7003,67.9000,2023-04-27 10:05:00.000,udana
7007,101.9000,2023-12-15 08:01:00.000,udana
7029,130.0000,2021-01-15 07:08:00.000,udana
7042,125.0000,2022-02-23 09:51:00.000,udana
7097,61.5000,2021-07-04 07:07:00.000,udana
7109,110.0000,2022-05-22 07:09:00.000,udana
7120,82.0000,2023-03-05 08:24:00.000,udana
7140,91.9000,2021-01-23 10:19:00.000,udana
7143,60.5000,2021-05-05 11:07:00.000,udana
7150,43.0000,2021-09-27 21:10:00.000,udana
7161,92.9000,2022-07-07 13:40:00.000,udana
7165,55.5000,2022-09-12 07:07:00.000,udana
7175,148.9000,2023-02-26 10:04:00.000,udana
7195,46.5000,2024-08-28 09:03:00.000,udana
7202,125.5000,2024-11-05 09:37:00.000,udana
7226,92.9000,2022-06-25 08:38:00.000,udana
7257,115.9000,2021-02-02 09:46:00.000,udana
7280,121.5000,2022-07-21 13:01:00.000,udana
7296,72.9000,2023-08-24 07:03:00.000,udana
7317,50.0000,2024-09-20 19:55:00.000,udana
7340,102.5000,2022-07-17 21:06:00.000,udana
7349,86.0000,2023-01-30 11:33:00.000,udana
7352,67.9000,2023-04-29 19:47:00.000,udana
7355,132.5000,2023-10-28 08:39:00.000,udana
7369,70.9000,2024-06-28 07:34:00.000,udana
7760,101.5000,2024-05-21 08:09:00.000,udana
7868,105.9000,2021-01-24 08:18:00.000,udana
7895,58.0000,2022-05-21 16:17:00.000,udana
7919,100.0000,2024-03-25 08:21:00.000,udana
8286,71.9000,2024-05-06 21:04:00.000,udana
8444,116.9000,2021-01-16 14:21:00.000,udana
8462,125.5000,2022-04-25 13:09:00.000,udana
8471,115.0000,2023-01-28 11:55:00.000,udana
8491,54.5000,2024-03-29 18:05:00.000,udana
8643,99.5000,2022-06-26 07:10:00.000,udana
8715,71.9000,2024-05-10 07:10:00.000,udana
8739,89.5000,2022-02-08 13:49:00.000,udana
8759,132.5000,2023-09-21 19:22:00.000,udana
8777,100.5000,2024-09-15 21:51:00.000,udana
9078,65.9000,2021-05-10 09:06:00.000,udana
9083,48.9000,2021-07-21 14:48:00.000,udana
9084,50.0000,2021-07-21 14:53:00.000,udana
9101,80.5000,2022-07-07 08:40:00.000,udana
9112,124.0000,2023-04-14 21:06:00.000,udana
9113,95.9000,2023-04-14 21:03:00.000,udana
9120,90.5000,2023-12-12 07:10:00.000,udana
9122,156.5000,2024-02-26 13:23:00.000,udana
9123,147.9000,2024-02-26 13:22:00.000,udana
9265,136.9000,2022-03-05 07:03:00.000,udana
9486,125.5000,2022-02-26 08:02:00.000,udana
9710,101.9000,2021-03-03 08:35:00.000,udana
9718,77.5000,2021-10-03 08:52:00.000,udana
9720,150.0000,2021-12-24 08:02:00.000,udana
9735,72.5000,2022-11-12 10:21:00.000,udana
10203,67.0000,2022-05-07 11:34:00.000,udana
10224,132.5000,2023-09-24 17:32:00.000,udana
10303,153.5000,2021-12-22 08:52:00.000,udana
10338,103.0000,2024-09-09 09:32:00.000,udana
10342,116.9000,2024-09-09 09:34:00.000,udana
10346,71.5000,2024-11-19 14:25:00.000,udana
10664,132.5000,2023-10-10 08:35:00.000,udana
10946,68.9000,2024-11-16 12:38:00.000,udana
11189,67.0000,2022-05-16 11:40:00.000,udana
11261,48.9000,2022-08-06 11:46:00.000,udana
11532,121.5000,2022-07-24 13:04:00.000,udana
11624,40.5000,2021-05-24 10:16:00.000,udana
11645,121.5000,2022-08-12 13:04:00.000,udana
11710,121.5000,2022-06-16 19:01:00.000,udana
11742,66.9000,2024-08-29 10:32:00.000,udana
11765,77.5000,2021-10-05 08:55:00.000,udana
11773,125.0000,2021-12-24 15:21:00.000,udana
11781,149.5000,2022-05-21 17:33:00.000,udana
11805,56.5000,2024-04-15 08:21:00.000,udana
11857,62.0000,2024-07-22 07:07:00.000,udana
11881,130.5000,2022-03-26 08:01:00.000,udana
11898,95.9000,2023-06-10 19:01:00.000,udana
11907,59.9000,2024-01-07 10:40:00.000,udana
11930,116.9000,2021-02-08 21:03:00.000,udana
11937,137.5000,2021-06-25 07:10:00.000,udana
11951,50.5000,2023-02-16 17:34:00.000,udana
11973,54.5000,2024-04-06 08:51:00.000,udana
12003,110.5000,2022-01-03 09:05:00.000,udana
12060,67.0000,2022-05-11 11:35:00.000,udana
12064,49.5000,2022-07-06 08:19:00.000,udana
12070,140.0000,2023-02-02 10:16:00.000,udana
12090,62.0000,2024-08-03 07:03:00.000,udana
12098,71.5000,2024-12-14 07:02:00.000,udana
12123,102.5000,2022-08-16 07:22:00.000,udana
12125,107.9000,2022-08-16 07:25:00.000,udana
12140,67.9000,2023-04-03 07:33:00.000,udana
12145,42.5000,2023-09-16 07:02:00.000,udana
12153,77.0000,2024-03-10 07:23:00.000,udana
12196,112.5000,2022-10-09 19:40:00.000,udana
12213,149.9000,2024-06-08 21:04:00.000,udana
12262,42.5000,2023-09-25 07:06:00.000,udana
12264,77.5000,2023-09-25 07:09:00.000,udana
12277,70.9000,2024-08-04 14:18:00.000,udana
12285,113.9000,2020-12-19 07:10:00.000,udana
12307,88.0000,2022-09-06 07:04:00.000,udana
12308,129.0000,2022-09-06 07:08:00.000,udana
12318,156.5000,2023-08-16 21:02:00.000,udana
12326,46.0000,2024-01-20 10:25:00.000,udana
12356,57.9000,2021-11-18 07:03:00.000,udana
12399,71.5000,2024-12-25 15:35:00.000,udana
12410,137.5000,2021-07-21 17:37:00.000,udana
12416,109.0000,2022-03-21 08:03:00.000,udana
12417,110.0000,2022-03-21 08:05:00.000,udana
12449,81.5000,2024-09-25 07:09:00.000,udana
12467,77.5000,2021-09-23 07:05:00.000,udana
12468,81.5000,2021-09-23 07:04:00.000,udana
12471,110.0000,2022-04-04 08:48:00.000,udana
12475,99.5000,2022-06-17 10:16:00.000,udana
12492,92.0000,2023-06-26 08:09:00.000,udana
12528,122.9000,2021-07-19 07:02:00.000,udana
12541,95.5000,2022-05-02 21:16:00.000,udana
12546,155.5000,2022-06-22 07:05:00.000,udana
12552,95.9000,2023-07-05 10:03:00.000,udana
12559,59.9000,2023-11-29 20:52:00.000,udana
12565,147.9000,2024-02-27 10:17:00.000,udana
12581,118.9000,2021-03-29 12:17:00.000,udana
12586,68.0000,2021-05-27 08:10:00.000,udana
12608,85.9000,2022-09-23 07:10:00.000,udana
12611,88.9000,2022-09-23 07:10:00.000,udana
12638,100.0000,2024-02-07 07:08:00.000,udana
12670,97.0000,2022-02-17 11:53:00.000,udana
12706,70.9000,2024-08-04 14:24:00.000,udana
12789,122.9000,2022-07-09 10:07:00.000,udana
12791,155.5000,2022-07-09 10:03:00.000,udana
12792,124.0000,2022-09-18 08:51:00.000,udana
12794,148.5000,2022-09-18 08:52:00.000,udana
12808,124.0000,2023-06-28 08:32:00.000,udana
12809,95.9000,2023-06-28 08:31:00.000,udana
12812,67.0000,2023-09-18 08:46:00.000,udana
12829,65.9000,2021-04-14 11:38:00.000,udana
12831,122.9000,2021-06-13 15:22:00.000,udana
12845,155.9000,2022-05-07 08:47:00.000,udana
12868,146.9000,2023-04-16 09:31:00.000,udana
12874,151.5000,2023-08-31 18:10:00.000,udana
12882,96.5000,2024-03-31 14:25:00.000,udana
12904,77.5000,2021-10-01 12:19:00.000,udana
12915,149.5000,2022-05-14 09:32:00.000,udana
12948,41.5000,2024-09-19 17:47:00.000,udana
12978,107.9000,2022-09-12 07:06:00.000,udana
12987,112.0000,2023-02-04 08:19:00.000,udana
13017,89.9000,2021-04-11 17:36:00.000,udana
13078,68.9000,2024-12-09 07:10:00.000,udana
13083,115.9000,2021-01-27 14:24:00.000,udana
13091,40.5000,2021-03-18 12:19:00.000,udana
13106,43.5000,2022-05-26 10:51:00.000,udana
13113,121.5000,2022-07-21 13:07:00.000,udana
13213,86.0000,2023-01-28 17:16:00.000,udana
13216,67.9000,2023-04-02 17:19:00.000,udana
13230,124.5000,2023-11-24 20:21:00.000,udana
13237,101.5000,2024-04-04 07:09:00.000,udana
13246,142.0000,2021-04-08 08:18:00.000,udana
13291,56.5000,2024-04-27 07:08:00.000,udana
13333,122.9000,2022-06-28 21:07:00.000,udana
