WebinarID,WebinarName,WebinarDescription,TeacherID,Price,LanguageID,TranslatorID,StartDate,EndDate,VideoLink,MeetingLink
11,Analiza rynku,Nasz dynamiczny webinar 'analiza rynku'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,103.88,1,,04.01.2021 07:00,04.01.2021 08:00,https://www.webinaries-videos.com/watch?v=Analiza-rynku-11,https://meet.google.com/Analiza-rynku-11
12,Zarządzanie ryzykiem,Nasz skuteczny webinar 'zarządzanie ryzykiem'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,51.33,1,,04.01.2021 07:00,04.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-ryzykiem-12,https://meet.google.com/Zarządzanie-ryzykiem-12
13,Kreatywne myślenie,Nasz innowacyjny webinar 'kreatywne myślenie'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,514,278.25,2,632,04.01.2021 10:15,04.01.2021 12:30,https://www.webinaries-videos.com/watch?v=Kreatywne-myślenie-13,https://meet.google.com/Kreatywne-myślenie-13
14,Zarządzanie projektami,Nasz strategiczny webinar 'zarządzanie projektami'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,126,257.26,1,,05.01.2021 07:00,05.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-14,https://meet.google.com/Zarządzanie-projektami-14
15,Umiejętności komunikacyjne,Nasz skuteczny webinar 'umiejętności komunikacyjne'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,256.85,1,,05.01.2021 08:30,05.01.2021 10:45,https://www.webinaries-videos.com/watch?v=Umiejętności-komunikacyjne-15,https://meet.google.com/Umiejętności-komunikacyjne-15
16,Zasady projektowania UX/UI,Nasz strategiczny webinar 'zasady projektowania ux/ui'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,221.42,1,,06.01.2021 10:45,06.01.2021 11:30,https://www.webinaries-videos.com/watch?v=Zasady-projektowania-UX/UI-16,https://meet.google.com/Zasady-projektowania-UX/UI-16
17,Zarządzanie projektami,Nasz skuteczny webinar 'zarządzanie projektami'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,76.89,7,352,06.01.2021 12:00,06.01.2021 13:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-17,https://meet.google.com/Zarządzanie-projektami-17
18,Kreatywne myślenie,Nasz zaawansowany webinar 'kreatywne myślenie'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,80.64,1,,06.01.2021 20:45,06.01.2021 21:30,https://www.webinaries-videos.com/watch?v=Kreatywne-myślenie-18,https://meet.google.com/Kreatywne-myślenie-18
19,Zarządzanie projektami rolniczymi,Nasz dynamiczny webinar 'zarządzanie projektami rolniczymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,,1,,07.01.2021 21:00,07.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-rolniczymi-19,https://meet.google.com/Zarządzanie-projektami-rolniczymi-19
20,Zarządzanie projektami sportowymi,Nasz zaawansowany webinar 'zarządzanie projektami sportowymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,14,235.75,4,663,08.01.2021 07:00,08.01.2021 07:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-sportowymi-20,https://meet.google.com/Zarządzanie-projektami-sportowymi-20
21,Innowacje w biznesie,Nasz zaawansowany webinar 'innowacje w biznesie'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,257.92,1,,10.01.2021 07:00,10.01.2021 08:30,https://www.webinaries-videos.com/watch?v=Innowacje-w-biznesie-21,https://meet.google.com/Innowacje-w-biznesie-21
22,Zarządzanie projektami artystycznymi,Nasz skuteczny webinar 'zarządzanie projektami artystycznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,182.06,1,,10.01.2021 07:00,10.01.2021 09:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-artystycznymi-22,https://meet.google.com/Zarządzanie-projektami-artystycznymi-22
23,Zarządzanie Czasem,Nasz innowacyjny webinar 'zarządzanie czasem'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,154.17,1,,10.01.2021 10:45,10.01.2021 13:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-Czasem-23,https://meet.google.com/Zarządzanie-Czasem-23
24,Techniki sprzedaży produktów w IT,Nasz strategiczny webinar 'techniki sprzedaży produktów w it'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,245,,1,,11.01.2021 11:00,11.01.2021 12:00,https://www.webinaries-videos.com/watch?v=Techniki-sprzedaży-produktów-w-IT-24,https://meet.google.com/Techniki-sprzedaży-produktów-w-IT-24
25,Strategie rozwoju biznesu,Nasz skuteczny webinar 'strategie rozwoju biznesu'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,982,71.8,1,,11.01.2021 12:00,11.01.2021 13:30,https://www.webinaries-videos.com/watch?v=Strategie-rozwoju-biznesu-25,https://meet.google.com/Strategie-rozwoju-biznesu-25
26,Innowacje w biznesie,Nasz dynamiczny webinar 'innowacje w biznesie'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,108.65,4,663,11.01.2021 15:15,11.01.2021 16:45,https://www.webinaries-videos.com/watch?v=Innowacje-w-biznesie-26,https://meet.google.com/Innowacje-w-biznesie-26
27,Zarządzanie wiedzą,Nasz kompleksowy webinar 'zarządzanie wiedzą'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,157,144.34,1,,11.01.2021 17:30,11.01.2021 19:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-wiedzą-27,https://meet.google.com/Zarządzanie-wiedzą-27
28,Przygotowanie do egzaminów certyfikacyjnych,Nasz kompleksowy webinar 'przygotowanie do egzaminów certyfikacyjnych'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,977,299.07,5,822,12.01.2021 07:15,12.01.2021 09:45,https://www.webinaries-videos.com/watch?v=Przygotowanie-do-egzaminów-certyfikacyjnych-28,https://meet.google.com/Przygotowanie-do-egzaminów-certyfikacyjnych-28
29,Analiza Danych,Nasz zaawansowany webinar 'analiza danych'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,982,113.03,1,,13.01.2021 07:00,13.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Analiza-Danych-29,https://meet.google.com/Analiza-Danych-29
30,Zarządzanie projektami medialnymi,Nasz praktyczny webinar 'zarządzanie projektami medialnymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,245,135.64,7,352,14.01.2021 07:00,14.01.2021 09:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-medialnymi-30,https://meet.google.com/Zarządzanie-projektami-medialnymi-30
31,Zarządzanie projektami kulturalnymi,Nasz kompleksowy webinar 'zarządzanie projektami kulturalnymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,982,245.8,1,,14.01.2021 09:00,14.01.2021 10:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-kulturalnymi-31,https://meet.google.com/Zarządzanie-projektami-kulturalnymi-31
32,Zarządzanie projektami zdrowotnymi,Nasz zaawansowany webinar 'zarządzanie projektami zdrowotnymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,,1,,14.01.2021 16:00,14.01.2021 17:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-zdrowotnymi-32,https://meet.google.com/Zarządzanie-projektami-zdrowotnymi-32
33,Zarządzanie finansami,Nasz zaawansowany webinar 'zarządzanie finansami'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,152.93,1,,14.01.2021 21:00,14.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-finansami-33,https://meet.google.com/Zarządzanie-finansami-33
34,Transformacja Cyfrowa,Nasz strategiczny webinar 'transformacja cyfrowa'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,57.65,1,,14.01.2021 21:00,14.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Transformacja-Cyfrowa-34,https://meet.google.com/Transformacja-Cyfrowa-34
35,Zarządzanie projektami społecznymi,Nasz kompleksowy webinar 'zarządzanie projektami społecznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,1155,54.3,1,,14.01.2021 21:15,14.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-społecznymi-35,https://meet.google.com/Zarządzanie-projektami-społecznymi-35
36,Zarządzanie projektami przemysłowymi,Nasz skuteczny webinar 'zarządzanie projektami przemysłowymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,245,244.0,2,632,15.01.2021 07:00,15.01.2021 09:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-przemysłowymi-36,https://meet.google.com/Zarządzanie-projektami-przemysłowymi-36
37,Zarządzanie projektami artystycznymi,Nasz zaawansowany webinar 'zarządzanie projektami artystycznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,,4,663,15.01.2021 18:00,15.01.2021 20:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-artystycznymi-37,https://meet.google.com/Zarządzanie-projektami-artystycznymi-37
38,Zarządzanie projektami społecznymi,Nasz kompleksowy webinar 'zarządzanie projektami społecznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,14,123.95,1,,16.01.2021 11:00,16.01.2021 11:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-społecznymi-38,https://meet.google.com/Zarządzanie-projektami-społecznymi-38
39,Zarządzanie projektami przemysłowymi,Nasz innowacyjny webinar 'zarządzanie projektami przemysłowymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,155.64,1,,16.01.2021 14:45,16.01.2021 15:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-przemysłowymi-39,https://meet.google.com/Zarządzanie-projektami-przemysłowymi-39
40,Kreatywne rozwiązania w marketingu,Nasz kompleksowy webinar 'kreatywne rozwiązania w marketingu'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,514,228.56,1,,17.01.2021 07:00,17.01.2021 08:00,https://www.webinaries-videos.com/watch?v=Kreatywne-rozwiązania-w-marketingu-40,https://meet.google.com/Kreatywne-rozwiązania-w-marketingu-40
41,Zarządzanie Czasem,Nasz zaawansowany webinar 'zarządzanie czasem'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,220.76,1,,17.01.2021 07:00,17.01.2021 09:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-Czasem-41,https://meet.google.com/Zarządzanie-Czasem-41
42,Zarządzanie jakością,Nasz skuteczny webinar 'zarządzanie jakością'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,149.84,1,,17.01.2021 09:45,17.01.2021 11:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-jakością-42,https://meet.google.com/Zarządzanie-jakością-42
43,Budowanie Zespołu,Nasz skuteczny webinar 'budowanie zespołu'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,99,237.75,4,663,17.01.2021 20:45,17.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Budowanie-Zespołu-43,https://meet.google.com/Budowanie-Zespołu-43
44,Zarządzanie projektami kulturalnymi,Nasz skuteczny webinar 'zarządzanie projektami kulturalnymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,192.75,1,,18.01.2021 07:00,18.01.2021 09:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-kulturalnymi-44,https://meet.google.com/Zarządzanie-projektami-kulturalnymi-44
45,Zarządzanie projektami zdrowotnymi,Nasz praktyczny webinar 'zarządzanie projektami zdrowotnymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,99,,1,,18.01.2021 12:15,18.01.2021 14:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-zdrowotnymi-45,https://meet.google.com/Zarządzanie-projektami-zdrowotnymi-45
46,Zarządzanie projektami wojskowymi,Nasz kompleksowy webinar 'zarządzanie projektami wojskowymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,1155,196.98,1,,18.01.2021 18:45,18.01.2021 20:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-wojskowymi-46,https://meet.google.com/Zarządzanie-projektami-wojskowymi-46
47,Zarządzanie projektami transportowymi,Nasz strategiczny webinar 'zarządzanie projektami transportowymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,817,153.75,1,,18.01.2021 19:30,18.01.2021 20:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-transportowymi-47,https://meet.google.com/Zarządzanie-projektami-transportowymi-47
48,Zarządzanie projektami rolniczymi,Nasz praktyczny webinar 'zarządzanie projektami rolniczymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,99,177.26,1,,18.01.2021 21:00,18.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-rolniczymi-48,https://meet.google.com/Zarządzanie-projektami-rolniczymi-48
49,Innowacje w biznesie,Nasz innowacyjny webinar 'innowacje w biznesie'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,98.24,1,,20.01.2021 07:00,20.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Innowacje-w-biznesie-49,https://meet.google.com/Innowacje-w-biznesie-49
50,Zarządzanie projektami inwestycyjnymi,Nasz zaawansowany webinar 'zarządzanie projektami inwestycyjnymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,99,134.23,1,,20.01.2021 07:00,20.01.2021 09:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-inwestycyjnymi-50,https://meet.google.com/Zarządzanie-projektami-inwestycyjnymi-50
51,Zarządzanie projektami rolniczymi,Nasz strategiczny webinar 'zarządzanie projektami rolniczymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,245,,1,,20.01.2021 21:30,20.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-rolniczymi-51,https://meet.google.com/Zarządzanie-projektami-rolniczymi-51
52,Zarządzanie konfliktami,Nasz praktyczny webinar 'zarządzanie konfliktami'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,126,58.99,1,,21.01.2021 21:00,21.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-konfliktami-52,https://meet.google.com/Zarządzanie-konfliktami-52
53,Marketing,Nasz skuteczny webinar 'marketing'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,232.56,7,352,21.01.2021 21:00,21.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Marketing-53,https://meet.google.com/Marketing-53
54,Praktyczne wskazówki dla przedsiębiorców,Nasz praktyczny webinar 'praktyczne wskazówki dla przedsiębiorców'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,136.78,1,,22.01.2021 13:45,22.01.2021 14:45,https://www.webinaries-videos.com/watch?v=Praktyczne-wskazówki-dla-przedsiębiorców-54,https://meet.google.com/Praktyczne-wskazówki-dla-przedsiębiorców-54
55,Wystąpienia Publiczne,Nasz strategiczny webinar 'wystąpienia publiczne'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,14,152.52,1,,23.01.2021 21:00,23.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Wystąpienia-Publiczne-55,https://meet.google.com/Wystąpienia-Publiczne-55
56,Skuteczna organizacja pracy,Nasz dynamiczny webinar 'skuteczna organizacja pracy'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,514,175.75,1,,24.01.2021 12:15,24.01.2021 13:30,https://www.webinaries-videos.com/watch?v=Skuteczna-organizacja-pracy-56,https://meet.google.com/Skuteczna-organizacja-pracy-56
57,Zarządzanie projektami turystycznymi,Nasz praktyczny webinar 'zarządzanie projektami turystycznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,106.42,1,,25.01.2021 15:00,25.01.2021 17:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-turystycznymi-57,https://meet.google.com/Zarządzanie-projektami-turystycznymi-57
58,Techniki sprzedaży produktów w IT,Nasz strategiczny webinar 'techniki sprzedaży produktów w it'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,982,69.19,1,,26.01.2021 07:00,26.01.2021 08:30,https://www.webinaries-videos.com/watch?v=Techniki-sprzedaży-produktów-w-IT-58,https://meet.google.com/Techniki-sprzedaży-produktów-w-IT-58
59,Skuteczna organizacja pracy,Nasz zaawansowany webinar 'skuteczna organizacja pracy'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,295.41,1,,27.01.2021 07:00,27.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Skuteczna-organizacja-pracy-59,https://meet.google.com/Skuteczna-organizacja-pracy-59
60,Marketing,Nasz innowacyjny webinar 'marketing'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,126,77.17,1,,27.01.2021 07:00,27.01.2021 08:30,https://www.webinaries-videos.com/watch?v=Marketing-60,https://meet.google.com/Marketing-60
61,Przywództwo,Nasz skuteczny webinar 'przywództwo'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,514,61.65,4,663,27.01.2021 07:00,27.01.2021 09:30,https://www.webinaries-videos.com/watch?v=Przywództwo-61,https://meet.google.com/Przywództwo-61
62,Zarządzanie relacjami z klientami,Nasz zaawansowany webinar 'zarządzanie relacjami z klientami'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,817,297.02,5,822,27.01.2021 07:00,27.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-relacjami-z-klientami-62,https://meet.google.com/Zarządzanie-relacjami-z-klientami-62
63,Strategie rozwoju biznesu,Nasz zaawansowany webinar 'strategie rozwoju biznesu'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,1155,90.22,1,,27.01.2021 09:15,27.01.2021 11:30,https://www.webinaries-videos.com/watch?v=Strategie-rozwoju-biznesu-63,https://meet.google.com/Strategie-rozwoju-biznesu-63
64,Zarządzanie finansami,Nasz strategiczny webinar 'zarządzanie finansami'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,207,74.2,1,,28.01.2021 07:00,28.01.2021 08:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-finansami-64,https://meet.google.com/Zarządzanie-finansami-64
65,Zarządzanie projektami społecznymi,Nasz strategiczny webinar 'zarządzanie projektami społecznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,14,221.14,1,,28.01.2021 07:00,28.01.2021 08:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-społecznymi-65,https://meet.google.com/Zarządzanie-projektami-społecznymi-65
66,Wystąpienia Publiczne,Nasz strategiczny webinar 'wystąpienia publiczne'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,14,121.19,1,,28.01.2021 21:45,29.01.2021 00:15,https://www.webinaries-videos.com/watch?v=Wystąpienia-Publiczne-66,https://meet.google.com/Wystąpienia-Publiczne-66
67,Zarządzanie projektami energetycznymi,Nasz innowacyjny webinar 'zarządzanie projektami energetycznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,952,217.53,7,469,29.01.2021 07:00,29.01.2021 08:15,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-energetycznymi-67,https://meet.google.com/Zarządzanie-projektami-energetycznymi-67
68,Kreatywne myślenie,Nasz strategiczny webinar 'kreatywne myślenie'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,14,251.36,1,,29.01.2021 12:45,29.01.2021 14:15,https://www.webinaries-videos.com/watch?v=Kreatywne-myślenie-68,https://meet.google.com/Kreatywne-myślenie-68
69,Zarządzanie projektami wojskowymi,Nasz innowacyjny webinar 'zarządzanie projektami wojskowymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,817,196.37,4,663,29.01.2021 16:30,29.01.2021 18:00,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-wojskowymi-69,https://meet.google.com/Zarządzanie-projektami-wojskowymi-69
70,Przygotowanie do egzaminów certyfikacyjnych,Nasz skuteczny webinar 'przygotowanie do egzaminów certyfikacyjnych'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,99,158.36,1,,29.01.2021 18:30,29.01.2021 21:00,https://www.webinaries-videos.com/watch?v=Przygotowanie-do-egzaminów-certyfikacyjnych-70,https://meet.google.com/Przygotowanie-do-egzaminów-certyfikacyjnych-70
71,Zarządzanie projektami społecznymi,Nasz kompleksowy webinar 'zarządzanie projektami społecznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,157,85.57,5,822,29.01.2021 19:30,29.01.2021 20:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-społecznymi-71,https://meet.google.com/Zarządzanie-projektami-społecznymi-71
72,Umiejętności interpersonalne,Nasz strategiczny webinar 'umiejętności interpersonalne'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,977,222.8,10,165,29.01.2021 21:00,29.01.2021 22:00,https://www.webinaries-videos.com/watch?v=Umiejętności-interpersonalne-72,https://meet.google.com/Umiejętności-interpersonalne-72
73,Zarządzanie jakością,Nasz dynamiczny webinar 'zarządzanie jakością'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,157,118.07,1,,30.01.2021 07:00,30.01.2021 09:30,https://www.webinaries-videos.com/watch?v=Zarządzanie-jakością-73,https://meet.google.com/Zarządzanie-jakością-73
74,Zarządzanie projektami społecznymi,Nasz skuteczny webinar 'zarządzanie projektami społecznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,977,241.4,1,,30.01.2021 14:45,30.01.2021 15:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-społecznymi-74,https://meet.google.com/Zarządzanie-projektami-społecznymi-74
75,Cyberbezpieczeństwo,Nasz kompleksowy webinar 'cyberbezpieczeństwo'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,642,268.99,1,,01.02.2021 07:00,01.02.2021 08:00,https://www.webinaries-videos.com/watch?v=Cyberbezpieczeństwo-75,https://meet.google.com/Cyberbezpieczeństwo-75
76,Zarządzanie projektami informatycznymi,Nasz praktyczny webinar 'zarządzanie projektami informatycznymi'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,229.53,1,,02.02.2021 07:00,02.02.2021 08:45,https://www.webinaries-videos.com/watch?v=Zarządzanie-projektami-informatycznymi-76,https://meet.google.com/Zarządzanie-projektami-informatycznymi-76
77,Zastosowania AI,Nasz strategiczny webinar 'zastosowania ai'. Dołącz aby rozwijać swoje umiejętności i być na bieżąco w dziedzinie.,750,104.5,1,,02.02.2021 21:45,02.02.2021 22:00,https://www.webinaries-videos.com/watch?v=Zastosowania-AI-77,https://meet.google.com/Zastosowania-AI-77
