DetailID,AdvacePrice,PaidDate,PaymentStatus
1272,143.0,2023-10-12 08:08:00,udane
1317,86.0,2023-03-06 10:52:00,udane
1358,99.5,2022-05-20 07:02:00,udane
1377,105.9,2023-06-26 10:54:00,udane
1397,77.0,2024-03-06 07:05:00,udane
1434,73.5,2022-05-10 12:16:00,udane
1437,121.5,2022-07-18 13:08:00,udane
1465,46.5,2024-04-18 07:08:00,udane
1467,144.5,2024-04-18 07:01:00,udane
1477,108.0,2020-12-27 07:08:00,udane
1478,115.9,2020-12-27 07:08:00,udane
1482,127.9,2021-02-12 10:09:00,udane
1486,40.5,2021-05-12 07:09:00,udane
1506,121.5,2022-07-31 07:07:00,udane
1528,144.5,2024-04-25 21:02:00,udane
1546,101.9,2021-02-24 08:35:00,udane
1553,96.9,2021-11-21 08:37:00,udane
1591,149.9,2024-05-13 21:09:00,udane
1606,77.5,2021-09-12 13:10:00,udane
1639,53.5,2024-03-04 21:02:00,udane
1723,105.9,2020-12-15 07:09:00,udane
1729,70.0,2021-04-09 07:05:00,udane
1741,154.5,2022-01-19 15:51:00,udane
1744,105.5,2022-03-26 08:46:00,udane
1781,121.5,2024-09-06 13:46:00,udane
1805,156.9,2021-08-15 07:09:00,udane
1836,53.0,2024-01-15 10:32:00,udane
1910,41.5,2024-08-27 07:05:00,udane
1965,138.0,2024-03-23 07:02:00,udane
1970,62.0,2024-06-25 11:53:00,udane
2018,107.9,2024-05-27 13:05:00,udane
2025,103.9,2024-10-31 10:19:00,udane
2049,95.5,2022-04-10 09:25:00,udane
2050,110.0,2022-04-10 09:18:00,udane
2053,64.9,2022-07-01 17:46:00,udane
2055,122.9,2022-07-01 17:46:00,udane
2057,124.0,2022-08-08 12:40:00,udane
2059,81.9,2022-08-08 12:32:00,udane
2076,153.9,2023-11-26 14:10:00,udane
2101,40.5,2021-03-29 14:03:00,udane
2121,43.5,2022-06-04 10:53:00,udane
2124,121.5,2022-07-17 13:03:00,udane
2138,72.9,2023-10-04 08:33:00,udane
2140,83.5,2023-10-04 08:38:00,udane
2147,144.5,2024-06-12 09:49:00,udane
2161,63.5,2021-04-21 07:07:00,udane
2162,60.5,2021-04-21 07:04:00,udane
2169,108.0,2022-04-04 07:02:00,udane
2180,57.0,2023-02-16 13:37:00,udane
2188,45.9,2023-06-16 21:54:00,udane
2211,89.9,2021-03-31 07:10:00,udane
2264,67.9,2021-02-23 12:52:00,udane
2275,124.0,2022-07-06 17:16:00,udane
2276,81.9,2022-07-06 17:16:00,udane
2284,44.5,2023-02-02 07:02:00,udane
2297,57.9,2023-11-15 14:09:00,udane
2299,59.9,2023-11-15 14:08:00,udane
2312,149.0,2024-12-23 08:22:00,udane
2325,109.0,2021-11-09 08:39:00,udane
2344,67.9,2023-04-17 15:46:00,udane
2349,105.9,2023-06-22 07:10:00,udane
2375,123.0,2021-07-08 13:08:00,udane
2390,97.0,2022-03-26 08:50:00,udane
2450,136.9,2022-04-19 07:08:00,udane
2485,101.9,2023-11-02 07:02:00,udane
2503,128.5,2021-01-10 21:04:00,udane
2546,105.9,2023-06-05 07:06:00,udane
2550,77.5,2023-11-04 10:04:00,udane
2559,77.0,2024-04-13 21:48:00,udane
2578,67.9,2021-01-25 15:54:00,udane
2595,44.5,2023-01-04 09:24:00,udane
2606,74.9,2023-11-24 07:09:00,udane
2607,57.9,2023-11-24 07:04:00,udane
2611,60.5,2024-02-18 08:21:00,udane
2613,156.5,2024-02-18 08:23:00,udane
2622,141.9,2021-01-02 08:19:00,udane
2684,51.0,2024-06-20 07:02:00,udane
2730,101.9,2023-11-12 10:49:00,udane
2767,151.5,2023-02-11 16:06:00,udane
2792,62.0,2024-07-11 21:04:00,udane
2800,92.0,2020-12-19 10:21:00,udane
2801,116.9,2021-02-28 08:49:00,udane
2824,110.0,2022-04-11 14:05:00,udane
2827,69.5,2022-08-03 13:22:00,udane
2843,101.5,2023-12-11 10:18:00,udane
2856,81.5,2024-09-01 21:38:00,udane
2902,62.0,2024-07-02 15:10:00,udane
2927,97.0,2022-03-21 08:53:00,udane
2956,64.5,2024-05-07 07:09:00,udane
2977,43.0,2022-01-05 12:32:00,udane
2980,155.9,2022-04-19 07:03:00,udane
2981,110.0,2022-04-19 07:10:00,udane
2984,80.5,2022-05-29 07:06:00,udane
2985,64.9,2022-05-29 07:02:00,udane
2987,81.9,2022-08-24 18:06:00,udane
2988,66.5,2022-08-24 18:10:00,udane
3002,156.5,2024-01-10 12:36:00,udane
3013,132.5,2024-09-09 07:09:00,udane
3015,152.0,2024-09-09 07:05:00,udane
3018,105.9,2020-12-07 07:06:00,udane
3026,156.9,2021-10-23 10:55:00,udane
3027,131.5,2021-10-23 10:48:00,udane
3057,100.0,2024-04-12 08:22:00,udane
3059,97.0,2024-04-12 08:17:00,udane
3060,121.5,2024-09-04 13:46:00,udane
3093,56.5,2022-04-21 09:20:00,udane
3138,109.0,2022-03-18 08:02:00,udane
3152,82.0,2023-02-20 08:22:00,udane
3174,81.5,2024-09-28 09:03:00,udane
3186,86.0,2021-05-23 16:51:00,udane
3233,101.5,2024-04-23 21:05:00,udane
3244,113.9,2021-02-20 08:49:00,udane
3259,138.5,2022-05-31 21:05:00,udane
3286,71.9,2024-03-21 07:04:00,udane
3301,134.9,2021-03-14 11:04:00,udane
3323,110.0,2022-05-24 19:07:00,udane
3333,88.9,2023-03-05 08:37:00,udane
3357,128.5,2020-12-22 07:09:00,udane
3363,142.0,2021-02-07 20:02:00,udane
3373,77.5,2021-08-29 21:37:00,udane
3377,96.9,2021-11-04 11:52:00,udane
3414,53.5,2024-01-19 07:03:00,udane
3419,149.9,2024-06-08 08:20:00,udane
3422,41.5,2024-09-08 09:08:00,udane
3448,49.5,2022-06-10 10:32:00,udane
3486,107.5,2024-12-02 07:01:00,udane
3497,141.0,2021-05-20 21:01:00,udane
3508,110.0,2022-06-05 08:19:00,udane
3510,69.5,2022-08-08 13:19:00,udane
3515,115.0,2023-01-04 19:40:00,udane
3559,109.0,2022-04-09 08:05:00,udane
3573,115.0,2023-02-07 10:54:00,udane
3581,95.9,2023-04-06 11:21:00,udane
3590,54.5,2024-02-09 13:50:00,udane
3623,64.9,2022-06-27 09:36:00,udane
3650,69.5,2023-07-17 11:10:00,udane
3658,153.9,2023-11-22 14:04:00,udane
3674,103.5,2024-12-26 09:05:00,udane
3680,92.0,2020-12-10 12:10:00,udane
3703,110.0,2022-04-22 07:04:00,udane
3715,106.0,2023-02-10 09:04:00,udane
3743,141.9,2020-12-18 07:08:00,udane
3768,112.0,2023-03-19 07:09:00,udane
3776,105.9,2023-06-13 11:18:00,udane
3800,136.0,2020-12-31 09:19:00,udane
3824,151.5,2023-02-08 15:36:00,udane
3887,106.0,2023-01-14 07:08:00,udane
3907,68.9,2024-11-20 16:49:00,udane
3908,128.5,2020-12-14 09:24:00,udane
3914,77.5,2021-08-19 16:09:00,udane
3921,110.0,2022-04-02 08:55:00,udane
3953,118.9,2021-03-06 07:02:00,udane
3965,69.5,2021-12-20 08:20:00,udane
3971,110.0,2022-03-13 08:49:00,udane
3975,149.5,2022-05-18 19:33:00,udane
4008,91.9,2021-01-18 10:05:00,udane
4010,60.5,2021-04-07 17:02:00,udane
4012,79.5,2021-07-02 11:51:00,udane
4045,46.5,2024-07-16 07:02:00,udane
4049,125.5,2024-10-07 16:03:00,udane
4059,86.0,2021-06-16 11:18:00,udane
4072,47.9,2022-04-23 17:33:00,udane
4095,60.9,2023-12-20 14:49:00,udane
4107,107.9,2024-04-15 20:06:00,udane
4118,116.9,2021-02-02 07:05:00,udane
4130,72.0,2021-12-15 13:39:00,udane
4203,102.5,2022-07-24 17:24:00,udane
4211,112.0,2023-04-03 10:33:00,udane
4218,42.5,2023-08-28 17:51:00,udane
4219,77.5,2023-08-28 17:51:00,udane
4244,74.9,2021-05-20 17:02:00,udane
4268,105.9,2023-07-12 11:24:00,udane
4273,101.9,2023-12-05 08:08:00,udane
4278,77.0,2024-04-16 10:39:00,udane
4344,113.9,2021-01-06 08:17:00,udane
4352,118.9,2021-09-15 07:08:00,udane
4361,151.5,2022-04-27 07:01:00,udane
4371,138.5,2023-01-13 21:20:00,udane
4393,145.9,2024-03-02 20:20:00,udane
4395,159.9,2024-03-02 20:23:00,udane
4435,110.0,2022-04-17 07:01:00,udane
4440,69.5,2022-06-27 13:34:00,udane
4446,82.0,2023-02-03 11:51:00,udane
4450,50.5,2023-03-25 07:08:00,udane
4498,54.5,2022-02-05 17:48:00,udane
4502,129.0,2022-05-12 07:07:00,udane
4506,138.5,2022-07-12 12:05:00,udane
4509,88.0,2022-09-29 09:47:00,udane
4510,129.0,2022-09-29 09:50:00,udane
4534,145.9,2024-02-11 07:09:00,udane
4555,92.0,2020-12-23 07:08:00,udane
4567,141.0,2021-06-18 20:24:00,udane
4578,72.0,2021-10-16 17:39:00,udane
4588,110.0,2022-05-27 08:22:00,udane
4619,68.9,2024-12-22 18:51:00,udane
4621,133.0,2024-12-22 18:51:00,udane
4634,97.0,2022-03-17 08:50:00,udane
4644,129.5,2022-12-27 15:08:00,udane
4646,86.0,2023-02-21 07:03:00,udane
4652,42.5,2023-09-03 15:50:00,udane
4690,56.5,2022-05-26 21:22:00,udane
4693,102.5,2022-07-28 07:07:00,udane
4709,64.5,2024-05-19 09:37:00,udane
4720,142.0,2021-02-05 07:03:00,udane
4765,41.5,2024-09-15 09:47:00,udane
4767,79.5,2024-11-06 08:09:00,udane
4787,49.5,2022-07-26 08:25:00,udane
4797,151.5,2023-04-05 09:06:00,udane
4835,74.9,2021-05-07 17:07:00,udane
4922,56.5,2022-06-14 08:52:00,udane
4985,121.5,2022-06-27 07:05:00,udane
5047,157.0,2022-08-12 08:46:00,udane
5078,62.0,2024-08-05 08:22:00,udane
5079,103.0,2024-08-05 08:16:00,udane
5083,145.9,2024-10-14 08:38:00,udane
5112,101.9,2023-12-11 10:22:00,udane
5119,75.9,2024-01-29 07:05:00,udane
5139,77.5,2021-10-13 08:47:00,udane
5143,110.0,2022-04-02 08:49:00,udane
5179,58.0,2024-01-06 18:24:00,udane
5206,59.0,2021-08-31 19:09:00,udane
5219,121.5,2022-06-30 07:10:00,udane
5233,72.9,2023-09-10 19:09:00,udane
5265,105.9,2021-01-01 18:40:00,udane
5268,70.0,2021-05-02 21:03:00,udane
5283,118.9,2022-07-25 07:09:00,udane
5285,85.9,2022-09-17 07:02:00,udane
5307,100.0,2024-04-02 08:22:00,udane
5380,136.0,2021-01-18 08:35:00,udane
5396,148.0,2022-06-29 20:53:00,udane
5434,61.5,2021-07-09 07:06:00,udane
5448,110.0,2022-04-07 12:04:00,udane
5507,97.0,2022-03-15 08:50:00,udane
5524,86.0,2023-02-18 10:53:00,udane
5529,67.9,2023-05-13 10:02:00,udane
5554,91.9,2020-12-22 09:23:00,udane
5560,60.5,2021-06-08 12:03:00,udane
5594,91.5,2023-03-08 13:20:00,udane
5613,46.5,2024-07-31 15:17:00,udane
5618,125.5,2024-10-28 09:37:00,udane
5624,108.0,2021-01-29 07:05:00,udane
5628,40.5,2021-05-30 10:48:00,udane
5644,73.5,2022-05-19 21:25:00,udane
5648,121.5,2022-06-30 07:04:00,udane
5689,141.0,2021-07-05 10:46:00,udane
5701,109.0,2022-02-01 21:03:00,udane
5714,141.9,2022-11-09 10:49:00,udane
5718,115.0,2023-01-13 07:10:00,udane
5723,95.9,2023-03-24 07:02:00,udane
5729,101.5,2023-11-12 07:04:00,udane
5746,57.9,2021-06-07 08:20:00,udane
5761,56.5,2022-04-30 07:02:00,udane
5775,86.0,2023-01-15 21:35:00,udane
5789,101.9,2023-11-06 18:02:00,udane
5812,125.0,2022-02-07 09:55:00,udane
5816,149.5,2022-06-27 07:01:00,udane
5928,96.9,2021-10-05 15:37:00,udane
5931,69.5,2021-12-13 08:25:00,udane
5980,141.9,2020-12-16 15:01:00,udane
5987,74.9,2021-05-05 21:05:00,udane
6001,56.5,2022-06-02 08:46:00,udane
6011,129.5,2023-01-10 11:21:00,udane
6014,67.9,2023-03-31 18:35:00,udane
6030,77.0,2024-02-19 19:09:00,udane
6060,50.0,2021-08-18 07:04:00,udane
6068,64.9,2022-07-04 08:23:00,udane
6075,147.9,2022-12-14 15:04:00,udane
6079,88.9,2023-02-14 18:20:00,udane
6083,124.0,2023-05-26 09:05:00,udane
6090,57.9,2023-11-13 08:35:00,udane
6091,134.0,2024-03-27 11:06:00,udane
6094,96.5,2024-05-31 09:48:00,udane
6097,87.9,2024-09-08 07:05:00,udane
6102,149.0,2024-11-08 07:10:00,udane
6116,123.0,2021-07-26 15:24:00,udane
6140,112.0,2023-01-11 09:18:00,udane
6152,77.5,2023-09-20 07:08:00,udane
6163,70.9,2024-07-25 13:46:00,udane
6177,109.0,2021-09-08 17:10:00,udane
6197,67.9,2023-04-27 10:06:00,udane
6207,42.5,2023-10-15 08:33:00,udane
6212,101.9,2023-12-27 07:05:00,udane
6217,64.5,2024-05-31 09:38:00,udane
6252,112.0,2023-02-16 09:31:00,udane
6288,156.9,2021-09-08 07:03:00,udane
6335,46.5,2024-04-28 15:09:00,udane
6341,121.5,2024-08-03 10:37:00,udane
6380,48.9,2022-06-19 11:03:00,udane
6382,88.9,2022-09-23 07:06:00,udane
6394,41.9,2024-01-26 15:53:00,udane
6401,64.5,2024-09-21 07:08:00,udane
6402,91.9,2021-01-29 10:06:00,udane
6430,55.5,2022-08-13 15:49:00,udane
6436,148.9,2023-03-24 21:05:00,udane
6464,151.9,2020-12-14 07:01:00,udane
6467,113.9,2021-02-06 10:23:00,udane
6477,118.9,2021-10-02 13:02:00,udane
6487,129.0,2022-04-19 10:09:00,udane
6498,88.0,2022-08-27 21:05:00,udane
6507,138.5,2023-02-03 11:37:00,udane
6521,46.0,2024-03-14 10:10:00,udane
6551,47.9,2022-06-10 08:38:00,udane
6575,143.0,2023-11-01 15:52:00,udane
6583,107.9,2024-05-31 11:39:00,udane
6593,65.9,2021-04-04 11:17:00,udane
6602,43.0,2022-02-28 09:02:00,udane
6604,155.9,2022-05-22 08:47:00,udane
6610,81.9,2022-08-17 18:23:00,udane
6614,146.9,2023-05-25 08:53:00,udane
6616,95.9,2023-05-25 08:54:00,udane
6621,153.9,2023-10-19 07:36:00,udane
6627,134.0,2024-03-24 11:04:00,udane
6673,50.5,2023-04-17 12:48:00,udane
6674,95.9,2023-04-17 12:54:00,udane
6695,133.0,2024-12-26 09:01:00,udane
6698,105.9,2020-12-30 07:03:00,udane
6710,156.9,2021-10-19 19:31:00,udane
6722,58.0,2022-06-21 07:07:00,udane
6739,100.0,2024-03-31 16:25:00,udane
6741,97.0,2024-03-31 16:20:00,udane
6774,43.0,2022-03-02 07:02:00,udane
6776,155.9,2022-05-11 08:47:00,udane
6793,124.0,2023-04-08 09:53:00,udane
6796,95.9,2023-06-10 10:06:00,udane
6806,156.5,2024-01-09 15:49:00,udane
6837,89.5,2021-12-07 19:05:00,udane
6897,88.9,2022-12-28 07:04:00,udane
6905,153.9,2023-09-21 13:10:00,udane
6911,147.9,2024-03-02 20:54:00,udane
6927,153.5,2022-02-11 08:17:00,udane
6959,103.0,2024-07-01 20:40:00,udane
6963,116.9,2024-08-28 15:23:00,udane
6974,123.0,2021-06-30 18:39:00,udane
7003,67.9,2023-04-27 10:05:00,udane
7007,101.9,2023-12-15 08:01:00,udane
7029,130.0,2021-01-15 07:08:00,udane
7042,125.0,2022-02-23 09:51:00,udane
7097,61.5,2021-07-04 07:07:00,udane
7109,110.0,2022-05-22 07:09:00,udane
7120,82.0,2023-03-05 08:24:00,udane
7140,91.9,2021-01-23 10:19:00,udane
7143,60.5,2021-05-05 11:07:00,udane
7150,43.0,2021-09-27 21:10:00,udane
7161,92.9,2022-07-07 13:40:00,udane
7165,55.5,2022-09-12 07:07:00,udane
7175,148.9,2023-02-26 10:04:00,udane
7195,46.5,2024-08-28 09:03:00,udane
7202,125.5,2024-11-05 09:37:00,udane
7226,92.9,2022-06-25 08:38:00,udane
7257,115.9,2021-02-02 09:46:00,udane
7280,121.5,2022-07-21 13:01:00,udane
7296,72.9,2023-08-24 07:03:00,udane
7317,50.0,2024-09-20 19:55:00,udane
7340,102.5,2022-07-17 21:06:00,udane
7349,86.0,2023-01-30 11:33:00,udane
7352,67.9,2023-04-29 19:47:00,udane
7355,132.5,2023-10-28 08:39:00,udane
7369,70.9,2024-06-28 07:34:00,udane
7760,101.5,2024-05-21 08:09:00,udane
7868,105.9,2021-01-24 08:18:00,udane
7895,58.0,2022-05-21 16:17:00,udane
7919,100.0,2024-03-25 08:21:00,udane
8286,71.9,2024-05-06 21:04:00,udane
8444,116.9,2021-01-16 14:21:00,udane
8462,125.5,2022-04-25 13:09:00,udane
8471,115.0,2023-01-28 11:55:00,udane
8491,54.5,2024-03-29 18:05:00,udane
8643,99.5,2022-06-26 07:10:00,udane
8715,71.9,2024-05-10 07:10:00,udane
8739,89.5,2022-02-08 13:49:00,udane
8759,132.5,2023-09-21 19:22:00,udane
8777,100.5,2024-09-15 21:51:00,udane
9078,65.9,2021-05-10 09:06:00,udane
9083,48.9,2021-07-21 14:48:00,udane
9084,50.0,2021-07-21 14:53:00,udane
9101,80.5,2022-07-07 08:40:00,udane
9112,124.0,2023-04-14 21:06:00,udane
9113,95.9,2023-04-14 21:03:00,udane
9120,90.5,2023-12-12 07:10:00,udane
9122,156.5,2024-02-26 13:23:00,udane
9123,147.9,2024-02-26 13:22:00,udane
9265,136.9,2022-03-05 07:03:00,udane
9486,125.5,2022-02-26 08:02:00,udane
9710,101.9,2021-03-03 08:35:00,udane
9718,77.5,2021-10-03 08:52:00,udane
9720,150.0,2021-12-24 08:02:00,udane
9735,72.5,2022-11-12 10:21:00,udane
10203,67.0,2022-05-07 11:34:00,udane
10224,132.5,2023-09-24 17:32:00,udane
10303,153.5,2021-12-22 08:52:00,udane
10338,103.0,2024-09-09 09:32:00,udane
10342,116.9,2024-09-09 09:34:00,udane
10346,71.5,2024-11-19 14:25:00,udane
10664,132.5,2023-10-10 08:35:00,udane
10946,68.9,2024-11-16 12:38:00,udane
11189,67.0,2022-05-16 11:40:00,udane
11261,48.9,2022-08-06 11:46:00,udane
11532,121.5,2022-07-24 13:04:00,udane
11624,40.5,2021-05-24 10:16:00,udane
11645,121.5,2022-08-12 13:04:00,udane
11710,121.5,2022-06-16 19:01:00,udane
11742,66.9,2024-08-29 10:32:00,udane
11765,77.5,2021-10-05 08:55:00,udane
11773,125.0,2021-12-24 15:21:00,udane
11781,149.5,2022-05-21 17:33:00,udane
11805,56.5,2024-04-15 08:21:00,udane
11857,62.0,2024-07-22 07:07:00,udane
11881,130.5,2022-03-26 08:01:00,udane
11898,95.9,2023-06-10 19:01:00,udane
11907,59.9,2024-01-07 10:40:00,udane
11930,116.9,2021-02-08 21:03:00,udane
11937,137.5,2021-06-25 07:10:00,udane
11951,50.5,2023-02-16 17:34:00,udane
11973,54.5,2024-04-06 08:51:00,udane
12003,110.5,2022-01-03 09:05:00,udane
12060,67.0,2022-05-11 11:35:00,udane
12064,49.5,2022-07-06 08:19:00,udane
12070,140.0,2023-02-02 10:16:00,udane
12090,62.0,2024-08-03 07:03:00,udane
12098,71.5,2024-12-14 07:02:00,udane
12123,102.5,2022-08-16 07:22:00,udane
12125,107.9,2022-08-16 07:25:00,udane
12140,67.9,2023-04-03 07:33:00,udane
12145,42.5,2023-09-16 07:02:00,udane
12153,77.0,2024-03-10 07:23:00,udane
12196,112.5,2022-10-09 19:40:00,udane
12213,149.9,2024-06-08 21:04:00,udane
12262,42.5,2023-09-25 07:06:00,udane
12264,77.5,2023-09-25 07:09:00,udane
12277,70.9,2024-08-04 14:18:00,udane
12285,113.9,2020-12-19 07:10:00,udane
12307,88.0,2022-09-06 07:04:00,udane
12308,129.0,2022-09-06 07:08:00,udane
12318,156.5,2023-08-16 21:02:00,udane
12326,46.0,2024-01-20 10:25:00,udane
12356,57.9,2021-11-18 07:03:00,udane
12399,71.5,2024-12-25 15:35:00,udane
12410,137.5,2021-07-21 17:37:00,udane
12416,109.0,2022-03-21 08:03:00,udane
12417,110.0,2022-03-21 08:05:00,udane
12449,81.5,2024-09-25 07:09:00,udane
12467,77.5,2021-09-23 07:05:00,udane
12468,81.5,2021-09-23 07:04:00,udane
12471,110.0,2022-04-04 08:48:00,udane
12475,99.5,2022-06-17 10:16:00,udane
12492,92.0,2023-06-26 08:09:00,udane
12528,122.9,2021-07-19 07:02:00,udane
12541,95.5,2022-05-02 21:16:00,udane
12546,155.5,2022-06-22 07:05:00,udane
12552,95.9,2023-07-05 10:03:00,udane
12559,59.9,2023-11-29 20:52:00,udane
12565,147.9,2024-02-27 10:17:00,udane
12581,118.9,2021-03-29 12:17:00,udane
12586,68.0,2021-05-27 08:10:00,udane
12608,85.9,2022-09-23 07:10:00,udane
12611,88.9,2022-09-23 07:10:00,udane
12638,100.0,2024-02-07 07:08:00,udane
12670,97.0,2022-02-17 11:53:00,udane
12706,70.9,2024-08-04 14:24:00,udane
12789,122.9,2022-07-09 10:07:00,udane
12791,155.5,2022-07-09 10:03:00,udane
12792,124.0,2022-09-18 08:51:00,udane
12794,148.5,2022-09-18 08:52:00,udane
12808,124.0,2023-06-28 08:32:00,udane
12809,95.9,2023-06-28 08:31:00,udane
12812,67.0,2023-09-18 08:46:00,udane
12829,65.9,2021-04-14 11:38:00,udane
12831,122.9,2021-06-13 15:22:00,udane
12845,155.9,2022-05-07 08:47:00,udane
12868,146.9,2023-04-16 09:31:00,udane
12874,151.5,2023-08-31 18:10:00,udane
12882,96.5,2024-03-31 14:25:00,udane
12904,77.5,2021-10-01 12:19:00,udane
12915,149.5,2022-05-14 09:32:00,udane
12948,41.5,2024-09-19 17:47:00,udane
12978,107.9,2022-09-12 07:06:00,udane
12987,112.0,2023-02-04 08:19:00,udane
13017,89.9,2021-04-11 17:36:00,udane
13078,68.9,2024-12-09 07:10:00,udane
13083,115.9,2021-01-27 14:24:00,udane
13091,40.5,2021-03-18 12:19:00,udane
13106,43.5,2022-05-26 10:51:00,udane
13113,121.5,2022-07-21 13:07:00,udane
13213,86.0,2023-01-28 17:16:00,udane
13216,67.9,2023-04-02 17:19:00,udane
13230,124.5,2023-11-24 20:21:00,udane
13237,101.5,2024-04-04 07:09:00,udane
13246,142.0,2021-04-08 08:18:00,udane
13291,56.5,2024-04-27 07:08:00,udane
13333,122.9,2022-06-28 21:07:00,udane
13334,124.0,2022-09-08 08:47:00,udane
13343,124.0,2023-05-31 08:36:00,udane
13362,130.0,2020-12-10 07:02:00,udane
13364,142.0,2021-03-08 21:55:00,udane
13375,125.0,2021-12-30 15:22:00,udane
13434,121.5,2022-06-25 07:09:00,udane
13464,144.5,2024-06-09 21:46:00,udane
13488,47.9,2022-05-31 09:32:00,udane
13504,124.9,2024-01-31 18:34:00,udane
13508,107.9,2024-04-13 09:52:00,udane
13520,151.9,2020-12-19 11:32:00,udane
13553,129.0,2022-10-07 10:34:00,udane
13567,46.0,2024-02-07 09:16:00,udane
13579,100.5,2024-09-10 07:40:00,udane
13583,115.9,2020-12-31 21:05:00,udane
13587,40.5,2021-05-27 09:22:00,udane
13600,121.5,2022-08-08 13:02:00,udane
13657,47.9,2022-06-01 07:05:00,udane
13691,48.9,2021-09-26 21:03:00,udane
13722,57.9,2023-10-21 20:24:00,udane
13724,60.5,2024-01-25 15:34:00,udane
13732,152.0,2024-10-04 21:05:00,udane
13735,103.5,2024-12-17 09:01:00,udane
13737,149.0,2024-12-17 09:07:00,udane
13740,67.9,2021-03-20 16:19:00,udane
13752,118.9,2021-11-02 11:31:00,udane
13758,155.9,2022-04-10 07:03:00,udane
13759,110.0,2022-06-09 13:10:00,udane
13761,122.9,2022-08-06 09:23:00,udane
13767,66.5,2022-10-22 08:01:00,udane
13769,109.9,2022-10-22 08:06:00,udane
13779,124.0,2023-06-06 08:39:00,udane
13788,59.9,2023-11-10 07:01:00,udane
13814,68.0,2021-05-18 21:08:00,udane
13829,118.9,2022-06-14 07:46:00,udane
13867,121.5,2024-07-21 12:16:00,udane
13870,91.0,2021-03-19 08:10:00,udane
13879,43.0,2021-09-13 21:24:00,udane
13899,148.9,2023-03-21 07:06:00,udane
13928,136.0,2021-01-01 15:01:00,udane
13962,140.0,2022-12-06 08:46:00,udane
13974,101.5,2024-04-29 08:06:00,udane
13979,62.0,2024-07-19 08:18:00,udane
14002,80.5,2022-07-15 08:04:00,udane
14003,64.9,2022-07-15 08:06:00,udane
14004,48.9,2022-07-15 08:01:00,udane
14010,109.9,2022-10-15 13:35:00,udane
14011,147.9,2022-10-15 13:31:00,udane
14018,95.9,2023-04-29 07:21:00,udane
14023,153.9,2023-11-19 07:05:00,udane
14025,147.9,2024-02-29 10:21:00,udane
14030,87.9,2024-10-10 08:40:00,udane
14055,56.5,2022-05-04 21:17:00,udane
14067,129.5,2022-12-30 08:51:00,udane
14068,86.0,2022-12-30 08:51:00,udane
14077,105.9,2023-07-03 14:09:00,udane
14088,51.0,2024-07-09 13:24:00,udane
14159,67.9,2021-03-13 08:54:00,udane
14173,130.5,2022-03-01 20:47:00,udane
14181,66.5,2022-09-01 15:46:00,udane
14197,59.9,2023-11-17 07:06:00,udane
14206,96.5,2024-03-26 07:07:00,udane
14214,149.0,2024-12-26 08:25:00,udane
14221,113.9,2021-03-11 08:47:00,udane
14240,138.5,2022-07-05 17:10:00,udane
14255,145.9,2024-02-18 10:03:00,udane
14256,46.0,2024-02-18 10:09:00,udane
14264,134.5,2024-12-16 12:46:00,udane
14281,141.0,2021-05-24 09:10:00,udane
