ModuleID,CourseID,ModuleName,ModuleType,LecturerID,LanguageID,TranslatorID
47,9,Moduł 4 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',3,688,1,
48,9,Moduł 5 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',3,96,1,
49,9,Moduł 6 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',4,511,1,
50,9,Moduł 7 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',2,325,8,277
51,10,Moduł 1 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',4,808,1,
52,10,Moduł 2 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',1,567,1,
53,10,Moduł 3 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',2,415,1,
54,10,Moduł 4 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',2,192,7,352
55,10,Moduł 5 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',2,87,2,451
56,10,Moduł 6 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',2,135,1,
57,10,Moduł 7 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',4,1104,1,
58,11,Moduł 1 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',1,325,5,1042
59,11,Moduł 2 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',2,918,6,340
60,11,Moduł 3 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',3,135,10,205
61,11,Moduł 4 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',1,257,7,469
62,11,Moduł 5 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',4,903,7,469
63,11,Moduł 6 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',2,1166,1,
64,11,Moduł 7 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',3,257,2,349
65,11,Moduł 8 kursu 'Tworzenie Aplikacji Finansowych: Bloomberg i Reuters',2,877,1,
66,12,Moduł 1 kursu 'Tworzenie Aplikacji w Elixirze',1,776,1,
67,12,Moduł 2 kursu 'Tworzenie Aplikacji w Elixirze',1,135,4,750
68,12,Moduł 3 kursu 'Tworzenie Aplikacji w Elixirze',4,135,1,
69,12,Moduł 4 kursu 'Tworzenie Aplikacji w Elixirze',1,87,1,
70,12,Moduł 5 kursu 'Tworzenie Aplikacji w Elixirze',3,511,1,
71,12,Moduł 6 kursu 'Tworzenie Aplikacji w Elixirze',1,511,1,
72,12,Moduł 7 kursu 'Tworzenie Aplikacji w Elixirze',1,135,1,
73,13,Moduł 1 kursu 'Informatyka Zdrowotna: Technologie Medyczne',1,1019,1,
74,13,Moduł 2 kursu 'Informatyka Zdrowotna: Technologie Medyczne',1,482,1,
75,13,Moduł 3 kursu 'Informatyka Zdrowotna: Technologie Medyczne',4,918,1,
76,13,Moduł 4 kursu 'Informatyka Zdrowotna: Technologie Medyczne',3,129,2,514
77,13,Moduł 5 kursu 'Informatyka Zdrowotna: Technologie Medyczne',1,565,1,
78,13,Moduł 6 kursu 'Informatyka Zdrowotna: Technologie Medyczne',2,8,5,753
79,13,Moduł 7 kursu 'Informatyka Zdrowotna: Technologie Medyczne',2,87,1,
80,13,Moduł 8 kursu 'Informatyka Zdrowotna: Technologie Medyczne',1,565,1,
81,14,Moduł 1 kursu 'Inżynieria Chemiczna: Procesy i Materiały',4,1104,1,
82,14,Moduł 2 kursu 'Inżynieria Chemiczna: Procesy i Materiały',4,468,1,
83,14,Moduł 3 kursu 'Inżynieria Chemiczna: Procesy i Materiały',4,143,5,753
84,14,Moduł 4 kursu 'Inżynieria Chemiczna: Procesy i Materiały',4,87,1,
85,14,Moduł 5 kursu 'Inżynieria Chemiczna: Procesy i Materiały',4,567,1,
86,15,Moduł 1 kursu 'Tworzenie Aplikacji 2D: GIMP i Inkscape',3,257,1,
87,15,Moduł 2 kursu 'Tworzenie Aplikacji 2D: GIMP i Inkscape',1,565,7,1058
88,15,Moduł 3 kursu 'Tworzenie Aplikacji 2D: GIMP i Inkscape',1,565,1,
89,15,Moduł 4 kursu 'Tworzenie Aplikacji 2D: GIMP i Inkscape',2,410,1,
90,15,Moduł 5 kursu 'Tworzenie Aplikacji 2D: GIMP i Inkscape',2,391,1,
91,16,Moduł 1 kursu 'Analiza Rynków Finansowych',1,776,1,
92,16,Moduł 2 kursu 'Analiza Rynków Finansowych',4,391,5,1042
93,16,Moduł 3 kursu 'Analiza Rynków Finansowych',3,840,7,352
94,17,Moduł 1 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',2,918,1,
95,17,Moduł 2 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',3,11,1,
96,17,Moduł 3 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',1,391,1,
97,17,Moduł 4 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',3,1166,1,
98,17,Moduł 5 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',1,432,1,
99,17,Moduł 6 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',1,936,1,
100,17,Moduł 7 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',3,1118,1,
101,18,Moduł 1 kursu 'Oceanografia: Eksploracja Oceanów',3,468,1,
102,18,Moduł 2 kursu 'Oceanografia: Eksploracja Oceanów',1,94,1,
103,18,Moduł 3 kursu 'Oceanografia: Eksploracja Oceanów',1,1166,1,
104,18,Moduł 4 kursu 'Oceanografia: Eksploracja Oceanów',3,936,1,
105,18,Moduł 5 kursu 'Oceanografia: Eksploracja Oceanów',2,471,4,35
106,19,Moduł 1 kursu 'Biochemia: Podstawy Życia',4,391,5,670
107,19,Moduł 2 kursu 'Biochemia: Podstawy Życia',2,767,1,
108,19,Moduł 3 kursu 'Biochemia: Podstawy Życia',1,391,5,732
109,20,Moduł 1 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',1,319,2,246
110,20,Moduł 2 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',2,565,1,
111,20,Moduł 3 kursu 'Tworzenie Aplikacji Edukacyjnych: Moodle i Blackboard',3,902,1,
112,21,Moduł 1 kursu 'Sztuczna Inteligencja: Wprowadzenie',3,918,1,
113,21,Moduł 2 kursu 'Sztuczna Inteligencja: Wprowadzenie',2,1,3,781
114,21,Moduł 3 kursu 'Sztuczna Inteligencja: Wprowadzenie',3,266,1,
115,21,Moduł 4 kursu 'Sztuczna Inteligencja: Wprowadzenie',2,307,1,
116,21,Moduł 5 kursu 'Sztuczna Inteligencja: Wprowadzenie',1,588,1,
117,21,Moduł 6 kursu 'Sztuczna Inteligencja: Wprowadzenie',3,918,2,88
118,21,Moduł 7 kursu 'Sztuczna Inteligencja: Wprowadzenie',2,135,1,
119,22,Moduł 1 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',4,391,1,
120,22,Moduł 2 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',2,370,1,
121,22,Moduł 3 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',4,307,1,
122,22,Moduł 4 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',4,160,1,
123,22,Moduł 5 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',3,1166,1,
124,22,Moduł 6 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',4,918,2,349
125,22,Moduł 7 kursu 'Bankowość Elektroniczna: Systemy i Bezpieczeństwo',3,192,1,
126,23,Moduł 1 kursu 'Kubernetes dla Początkujących',3,1019,1,
127,23,Moduł 2 kursu 'Kubernetes dla Początkujących',1,319,7,469
128,23,Moduł 3 kursu 'Kubernetes dla Początkujących',2,1104,1,
129,23,Moduł 4 kursu 'Kubernetes dla Początkujących',1,903,1,
130,23,Moduł 5 kursu 'Kubernetes dla Początkujących',4,325,1,
131,23,Moduł 6 kursu 'Kubernetes dla Początkujących',2,903,1,
132,23,Moduł 7 kursu 'Kubernetes dla Początkujących',2,956,1,
133,24,Moduł 1 kursu 'Finanse Osobiste: Jak Planować Budżet',2,96,2,349
134,24,Moduł 2 kursu 'Finanse Osobiste: Jak Planować Budżet',4,432,1,
135,24,Moduł 3 kursu 'Finanse Osobiste: Jak Planować Budżet',2,471,1,
136,24,Moduł 4 kursu 'Finanse Osobiste: Jak Planować Budżet',2,494,1,
137,25,Moduł 1 kursu 'Dietetyka: Zdrowe Żywienie',2,772,1,
138,25,Moduł 2 kursu 'Dietetyka: Zdrowe Żywienie',4,325,7,352
139,25,Moduł 3 kursu 'Dietetyka: Zdrowe Żywienie',2,248,1,
140,25,Moduł 4 kursu 'Dietetyka: Zdrowe Żywienie',4,903,7,352
141,25,Moduł 5 kursu 'Dietetyka: Zdrowe Żywienie',3,94,1,
142,25,Moduł 6 kursu 'Dietetyka: Zdrowe Żywienie',1,325,1,
143,26,Moduł 1 kursu 'Programowanie Reaktywne: Akka i RxJava',3,1047,1,
144,26,Moduł 2 kursu 'Programowanie Reaktywne: Akka i RxJava',3,391,1,
145,26,Moduł 3 kursu 'Programowanie Reaktywne: Akka i RxJava',4,266,1,
146,26,Moduł 4 kursu 'Programowanie Reaktywne: Akka i RxJava',1,839,1,
147,27,Moduł 1 kursu 'Druk 3D dla Początkujących',4,307,1,
148,27,Moduł 2 kursu 'Druk 3D dla Początkujących',2,877,1,
149,27,Moduł 3 kursu 'Druk 3D dla Początkujących',4,1104,1,
150,27,Moduł 4 kursu 'Druk 3D dla Początkujących',1,325,5,732
151,27,Moduł 5 kursu 'Druk 3D dla Początkujących',4,903,5,1042
152,28,Moduł 1 kursu 'Informatyka Zdrowotna: Technologie Medyczne',1,1019,1,
153,28,Moduł 2 kursu 'Informatyka Zdrowotna: Technologie Medyczne',1,468,1,
154,28,Moduł 3 kursu 'Informatyka Zdrowotna: Technologie Medyczne',3,135,1,
155,28,Moduł 4 kursu 'Informatyka Zdrowotna: Technologie Medyczne',2,319,1,
156,28,Moduł 5 kursu 'Informatyka Zdrowotna: Technologie Medyczne',3,903,8,277
157,28,Moduł 6 kursu 'Informatyka Zdrowotna: Technologie Medyczne',2,370,1,
158,28,Moduł 7 kursu 'Informatyka Zdrowotna: Technologie Medyczne',4,471,2,485
159,28,Moduł 8 kursu 'Informatyka Zdrowotna: Technologie Medyczne',3,248,1,
160,29,Moduł 1 kursu 'Tworzenie Aplikacji Voice-first: Voice-first Design',4,710,2,514
161,29,Moduł 2 kursu 'Tworzenie Aplikacji Voice-first: Voice-first Design',2,567,2,349
162,29,Moduł 3 kursu 'Tworzenie Aplikacji Voice-first: Voice-first Design',1,710,1,
163,29,Moduł 4 kursu 'Tworzenie Aplikacji Voice-first: Voice-first Design',2,567,1,
164,29,Moduł 5 kursu 'Tworzenie Aplikacji Voice-first: Voice-first Design',2,192,1,
165,30,Moduł 1 kursu 'Programowanie Logiczne: Prolog i Lisp',3,160,7,352
166,30,Moduł 2 kursu 'Programowanie Logiczne: Prolog i Lisp',3,1092,1,
167,30,Moduł 3 kursu 'Programowanie Logiczne: Prolog i Lisp',3,710,1,
168,31,Moduł 1 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,936,1,
169,31,Moduł 2 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',3,248,1,
170,31,Moduł 3 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,776,9,946
171,31,Moduł 4 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,839,1,
172,31,Moduł 5 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',4,148,1,
173,31,Moduł 6 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',3,192,2,451
174,31,Moduł 7 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',1,72,5,822
175,32,Moduł 1 kursu 'Architektura: Teoria i Praktyka',4,936,9,714
176,32,Moduł 2 kursu 'Architektura: Teoria i Praktyka',4,936,1,
177,32,Moduł 3 kursu 'Architektura: Teoria i Praktyka',4,741,1,
178,32,Moduł 4 kursu 'Architektura: Teoria i Praktyka',1,741,1,
179,32,Moduł 5 kursu 'Architektura: Teoria i Praktyka',2,1118,1,
180,32,Moduł 6 kursu 'Architektura: Teoria i Praktyka',2,776,1,
181,32,Moduł 7 kursu 'Architektura: Teoria i Praktyka',4,160,9,763
182,33,Moduł 1 kursu 'Zaawansowany Haskell',4,866,2,591
183,33,Moduł 2 kursu 'Zaawansowany Haskell',3,94,1,
184,33,Moduł 3 kursu 'Zaawansowany Haskell',3,678,2,514
185,33,Moduł 4 kursu 'Zaawansowany Haskell',1,588,1,
186,33,Moduł 5 kursu 'Zaawansowany Haskell',1,471,1,
187,33,Moduł 6 kursu 'Zaawansowany Haskell',1,839,8,901
188,34,Moduł 1 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',3,903,1,
189,34,Moduł 2 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',4,511,1,
190,34,Moduł 3 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',2,143,1,
191,34,Moduł 4 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',4,561,1,
192,34,Moduł 5 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',3,772,1,
193,35,Moduł 1 kursu 'Genetyka: Dziedziczenie i DNA',4,248,1,
194,35,Moduł 2 kursu 'Genetyka: Dziedziczenie i DNA',3,1166,9,763
195,35,Moduł 3 kursu 'Genetyka: Dziedziczenie i DNA',1,1166,1,
196,35,Moduł 4 kursu 'Genetyka: Dziedziczenie i DNA',2,143,1,
197,36,Moduł 1 kursu 'Nauka o Danych: Od Teorii do Praktyki',1,468,1,
198,36,Moduł 2 kursu 'Nauka o Danych: Od Teorii do Praktyki',2,112,1,
199,36,Moduł 3 kursu 'Nauka o Danych: Od Teorii do Praktyki',2,266,1,
200,37,Moduł 1 kursu 'Terapia Zajęciowa: Przywracanie Funkcjonalności',4,468,1,
201,37,Moduł 2 kursu 'Terapia Zajęciowa: Przywracanie Funkcjonalności',4,561,4,663
202,37,Moduł 3 kursu 'Terapia Zajęciowa: Przywracanie Funkcjonalności',3,741,1,
203,38,Moduł 1 kursu 'Filozofia: Wprowadzenie do Myślenia Krytycznego',2,772,1,
204,38,Moduł 2 kursu 'Filozofia: Wprowadzenie do Myślenia Krytycznego',1,8,1,
205,38,Moduł 3 kursu 'Filozofia: Wprowadzenie do Myślenia Krytycznego',4,903,1,
206,38,Moduł 4 kursu 'Filozofia: Wprowadzenie do Myślenia Krytycznego',3,936,2,485
207,39,Moduł 1 kursu 'Finanse Osobiste: Jak Planować Budżet',4,623,1,
208,39,Moduł 2 kursu 'Finanse Osobiste: Jak Planować Budżet',3,688,7,352
209,39,Moduł 3 kursu 'Finanse Osobiste: Jak Planować Budżet',3,1092,1,
210,39,Moduł 4 kursu 'Finanse Osobiste: Jak Planować Budżet',2,936,1,
211,39,Moduł 5 kursu 'Finanse Osobiste: Jak Planować Budżet',4,423,2,486
212,40,Moduł 1 kursu 'Tworzenie Aplikacji Biznesowych: Business Applications',1,840,4,360
213,40,Moduł 2 kursu 'Tworzenie Aplikacji Biznesowych: Business Applications',3,772,1,
214,40,Moduł 3 kursu 'Tworzenie Aplikacji Biznesowych: Business Applications',1,415,1,
215,41,Moduł 1 kursu 'Sztuka: Wprowadzenie do Technik',2,1118,1,
216,41,Moduł 2 kursu 'Sztuka: Wprowadzenie do Technik',3,565,1,
217,41,Moduł 3 kursu 'Sztuka: Wprowadzenie do Technik',4,112,1,
218,41,Moduł 4 kursu 'Sztuka: Wprowadzenie do Technik',3,370,1,
219,41,Moduł 5 kursu 'Sztuka: Wprowadzenie do Technik',1,567,1,
220,41,Moduł 6 kursu 'Sztuka: Wprowadzenie do Technik',3,248,1,
221,41,Moduł 7 kursu 'Sztuka: Wprowadzenie do Technik',2,866,1,
222,41,Moduł 8 kursu 'Sztuka: Wprowadzenie do Technik',3,565,1,
223,42,Moduł 1 kursu 'Kurs Python dla Początkujących',3,72,1,
224,42,Moduł 2 kursu 'Kurs Python dla Początkujących',1,877,1,
225,42,Moduł 3 kursu 'Kurs Python dla Początkujących',4,936,9,763
226,42,Moduł 4 kursu 'Kurs Python dla Początkujących',1,936,1,
227,42,Moduł 5 kursu 'Kurs Python dla Początkujących',1,936,1,
228,42,Moduł 6 kursu 'Kurs Python dla Początkujących',4,767,1,
229,42,Moduł 7 kursu 'Kurs Python dla Początkujących',4,767,1,
230,43,Moduł 1 kursu 'Oceanografia: Eksploracja Oceanów',4,307,1,
231,43,Moduł 2 kursu 'Oceanografia: Eksploracja Oceanów',1,11,1,
232,43,Moduł 3 kursu 'Oceanografia: Eksploracja Oceanów',3,1118,1,
233,43,Moduł 4 kursu 'Oceanografia: Eksploracja Oceanów',1,678,1,
234,43,Moduł 5 kursu 'Oceanografia: Eksploracja Oceanów',3,710,1,
235,43,Moduł 6 kursu 'Oceanografia: Eksploracja Oceanów',3,257,1,
236,44,Moduł 1 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',1,94,6,340
237,44,Moduł 2 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',3,918,1,
238,44,Moduł 3 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',3,415,2,632
239,44,Moduł 4 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',4,1047,1,
240,44,Moduł 5 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',4,129,2,349
241,44,Moduł 6 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',3,11,1,
242,44,Moduł 7 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',4,370,6,340
243,45,Moduł 1 kursu 'Kryptowaluty: Handel i Inwestowanie',4,94,6,340
244,45,Moduł 2 kursu 'Kryptowaluty: Handel i Inwestowanie',1,772,1,
245,45,Moduł 3 kursu 'Kryptowaluty: Handel i Inwestowanie',4,129,1,
246,45,Moduł 4 kursu 'Kryptowaluty: Handel i Inwestowanie',2,588,1,
247,45,Moduł 5 kursu 'Kryptowaluty: Handel i Inwestowanie',4,370,1,
248,45,Moduł 6 kursu 'Kryptowaluty: Handel i Inwestowanie',2,87,2,349
249,46,Moduł 1 kursu 'Socjologia: Zrozumieć Społeczeństwo',4,391,5,670
250,46,Moduł 2 kursu 'Socjologia: Zrozumieć Społeczeństwo',2,1142,1,
251,46,Moduł 3 kursu 'Socjologia: Zrozumieć Społeczeństwo',2,319,1,
252,46,Moduł 4 kursu 'Socjologia: Zrozumieć Społeczeństwo',2,588,1,
253,46,Moduł 5 kursu 'Socjologia: Zrozumieć Społeczeństwo',1,391,1,
254,46,Moduł 6 kursu 'Socjologia: Zrozumieć Społeczeństwo',4,319,1,
255,46,Moduł 7 kursu 'Socjologia: Zrozumieć Społeczeństwo',2,72,10,165
256,47,Moduł 1 kursu 'E-commerce: Zarządzanie Sklepem Online',1,1019,8,901
257,47,Moduł 2 kursu 'E-commerce: Zarządzanie Sklepem Online',2,87,1,
258,47,Moduł 3 kursu 'E-commerce: Zarządzanie Sklepem Online',4,1019,1,
259,48,"Moduł 1 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,257,1,
260,48,"Moduł 2 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,1019,1,
261,48,"Moduł 3 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,410,1,
262,48,"Moduł 4 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,363,2,632
263,48,"Moduł 5 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,1166,1,
264,48,"Moduł 6 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,565,4,750
265,48,"Moduł 7 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,135,10,205
266,49,Moduł 1 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',3,776,1,
267,49,Moduł 2 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',3,363,1,
268,49,Moduł 3 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',4,1111,1,
269,49,Moduł 4 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',2,410,1,
270,49,Moduł 5 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',1,720,1,
271,49,Moduł 6 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',3,266,1,
272,49,Moduł 7 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',1,325,7,469
273,49,Moduł 8 kursu 'Tworzenie Aplikacji Chmurowych: AWS i Azure',2,160,9,714
274,50,Moduł 1 kursu 'Zarządzanie Opieką Zdrowotną',1,96,1,
275,50,Moduł 2 kursu 'Zarządzanie Opieką Zdrowotną',3,148,1,
276,50,Moduł 3 kursu 'Zarządzanie Opieką Zdrowotną',4,1047,7,836
277,50,Moduł 4 kursu 'Zarządzanie Opieką Zdrowotną',2,707,1,
278,50,Moduł 5 kursu 'Zarządzanie Opieką Zdrowotną',4,772,1,
279,51,Moduł 1 kursu 'Oceanografia: Eksploracja Oceanów',2,623,1,
280,51,Moduł 2 kursu 'Oceanografia: Eksploracja Oceanów',3,1166,1,
281,51,Moduł 3 kursu 'Oceanografia: Eksploracja Oceanów',4,257,1,
282,52,Moduł 1 kursu 'Programowanie Obiektowe: Java i Python',4,415,4,663
283,52,Moduł 2 kursu 'Programowanie Obiektowe: Java i Python',4,561,1,
284,52,Moduł 3 kursu 'Programowanie Obiektowe: Java i Python',2,902,6,806
285,52,Moduł 4 kursu 'Programowanie Obiektowe: Java i Python',1,561,1,
286,52,Moduł 5 kursu 'Programowanie Obiektowe: Java i Python',4,623,1,
287,52,Moduł 6 kursu 'Programowanie Obiektowe: Java i Python',4,415,4,663
288,52,Moduł 7 kursu 'Programowanie Obiektowe: Java i Python',3,363,1,
289,53,Moduł 1 kursu 'Inżynieria Kosmiczna: Projektowanie Satelitów',3,1142,1,
290,53,Moduł 2 kursu 'Inżynieria Kosmiczna: Projektowanie Satelitów',2,325,1,
291,53,Moduł 3 kursu 'Inżynieria Kosmiczna: Projektowanie Satelitów',1,839,6,336
292,54,Moduł 1 kursu 'Tworzenie Aplikacji w Elixirze',2,767,4,663
293,54,Moduł 2 kursu 'Tworzenie Aplikacji w Elixirze',3,257,5,822
294,54,Moduł 3 kursu 'Tworzenie Aplikacji w Elixirze',3,482,3,708
295,54,Moduł 4 kursu 'Tworzenie Aplikacji w Elixirze',2,482,1,
296,54,Moduł 5 kursu 'Tworzenie Aplikacji w Elixirze',2,561,1,
297,54,Moduł 6 kursu 'Tworzenie Aplikacji w Elixirze',1,266,3,708
298,54,Moduł 7 kursu 'Tworzenie Aplikacji w Elixirze',3,192,2,632
299,55,Moduł 1 kursu 'Tworzenie Aplikacji Monolitycznych: Legacy Systems',4,363,3,781
300,55,Moduł 2 kursu 'Tworzenie Aplikacji Monolitycznych: Legacy Systems',1,410,1,
301,55,Moduł 3 kursu 'Tworzenie Aplikacji Monolitycznych: Legacy Systems',1,363,1,
302,55,Moduł 4 kursu 'Tworzenie Aplikacji Monolitycznych: Legacy Systems',1,410,1,
303,55,Moduł 5 kursu 'Tworzenie Aplikacji Monolitycznych: Legacy Systems',3,148,7,836
304,55,Moduł 6 kursu 'Tworzenie Aplikacji Monolitycznych: Legacy Systems',1,410,1,
305,56,Moduł 1 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',1,918,1,
306,56,Moduł 2 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,866,1,
