orderId,activityId,activityType,price,paymentDate,status
620,595,2784,1,81.38,2023-08-04 07:03:00,udane
621,595,2822,1,166.95,2023-08-04 07:05:00,udane
622,595,2832,1,190.35,2023-08-04 07:10:00,udane
623,596,3107,1,110.12,2023-12-07 10:46:00,udane
624,596,3124,1,78.23,2023-12-07 10:55:00,udane
625,596,3150,1,162.97,2023-12-07 10:50:00,udane
626,596,3233,1,155.05,2023-12-07 10:49:00,udane
627,597,3321,1,267.49,2024-01-31 21:07:00,udane
628,597,3372,1,241.37,2024-01-31 21:09:00,udane
629,598,3508,1,210.17,2024-04-26 16:48:00,udane
630,598,3571,1,270.82,2024-04-26 16:54:00,udane
631,598,3656,1,180.56,2024-04-26 16:46:00,udane
632,598,3665,1,277.06,2024-04-26 16:54:00,udane
633,599,3684,1,121.21,2024-06-03 07:03:00,udane
634,600,3852,1,146.16,2024-08-27 21:39:00,udane
635,600,3868,1,209.77,2024-08-27 21:40:00,udane
636,600,3883,1,281.94,2024-08-27 21:31:00,udane
637,600,3924,1,209.74,2024-08-27 21:34:00,udane
638,601,4027,1,62.95,2024-10-25 07:05:00,udane
639,601,4161,1,159.03,2024-10-25 07:08:00,udane
640,603,54,1,136.78,2020-12-23 13:51:00,udane
641,603,74,2,1059,2020-12-23 13:49:00,udane
642,603,203,1,198.96,2020-12-23 13:55:00,udane
643,604,457,1,59.87,2021-05-30 12:52:00,udane
644,604,484,1,81.42,2021-05-30 12:55:00,udane
645,604,495,1,296.38,2021-05-30 12:47:00,udane
646,604,125,2,700,2021-05-30 12:48:00,udane
647,605,690,1,261.69,2021-08-16 08:25:00,udane
648,606,1111,1,120.6,2021-12-11 19:05:00,udane
649,606,1126,1,296.66,2021-12-11 19:08:00,udane
650,606,1252,1,125.61,2021-12-11 19:04:00,udane
651,607,1295,1,284.83,2022-03-10 07:04:00,udane
652,607,1339,1,69.67,2022-03-10 07:06:00,udane
653,607,1364,1,173.52,2022-03-10 07:02:00,udane
654,607,1438,1,190.38,2022-03-10 07:05:00,udane
655,607,1445,1,143.33,2022-03-10 07:09:00,udane
656,607,44,2,1255,2022-03-10 07:02:00,udane
657,607,1452,1,294.2,2022-03-10 07:04:00,udane
658,608,1589,1,183.16,2022-06-10 12:52:00,udane
659,608,1618,1,142.1,2022-06-10 12:52:00,udane
660,609,1769,1,138.64,2022-07-31 07:03:00,udane
661,609,1865,1,210.7,2022-07-31 07:07:00,udane
662,610,1950,1,266.72,2022-10-22 18:47:00,udane
663,610,2048,1,289.51,2022-10-22 18:54:00,udane
664,610,2049,1,93.02,2022-10-22 18:50:00,udane
665,610,2062,1,263.81,2022-10-22 18:48:00,udane
666,610,2075,1,115.31,2022-10-22 18:51:00,udane
667,610,2123,1,85.01,2022-10-22 18:52:00,udane
668,611,2171,1,158.92,2022-12-28 07:10:00,udane
669,611,2210,1,239.16,2022-12-28 07:01:00,udane
670,611,2272,1,219.91,2022-12-28 07:05:00,udane
671,611,2322,1,59.45,2022-12-28 07:10:00,udane
672,611,2327,1,207.28,2022-12-28 07:07:00,udane
673,612,2501,1,295.62,2023-04-22 21:48:00,udane
674,612,2511,1,284.4,2023-04-22 21:50:00,udane
675,613,2798,1,283.51,2023-08-15 07:08:00,udane
676,613,2875,1,105.58,2023-08-15 07:05:00,udane
677,614,2951,1,,2023-10-03 12:22:00,udane
678,614,3057,1,127.02,2023-10-03 12:23:00,udane
679,615,3359,1,233.01,2024-02-09 17:51:00,udane
680,615,3369,1,,2024-02-09 17:52:00,udane
681,615,3387,1,114.77,2024-02-09 17:53:00,udane
682,615,3399,1,,2024-02-09 17:54:00,udane
683,615,3444,1,184.79,2024-02-09 17:52:00,udane
684,616,3558,1,280.43,2024-05-06 18:52:00,udane
685,616,3630,1,203.75,2024-05-06 18:50:00,udane
686,616,3717,1,,2024-05-06 18:51:00,udane
687,616,3722,1,217.53,2024-05-06 18:47:00,udane
688,617,3763,1,255.61,2024-07-17 15:52:00,udane
689,618,3926,1,234.73,2024-09-19 16:17:00,udane
690,618,3957,1,114.52,2024-09-19 16:19:00,udane
691,620,143,1,165.27,2021-01-24 07:07:00,udane
692,620,212,1,153.05,2021-01-24 07:06:00,udane
693,621,322,1,70.72,2021-04-17 07:05:00,udane
694,621,348,1,115.71,2021-04-17 07:10:00,udane
695,621,366,1,194.39,2021-04-17 07:04:00,udane
696,621,405,1,72.45,2021-04-17 07:02:00,udane
697,621,470,1,287.56,2021-04-17 07:02:00,udane
698,622,640,1,191.19,2021-07-11 21:02:00,udane
699,622,725,1,87.65,2021-07-11 21:09:00,udane
700,623,930,1,153.87,2021-11-01 14:24:00,udane
701,623,1060,1,52.72,2021-11-01 14:19:00,udane
702,624,178,2,1545,2022-01-09 09:08:00,udane
703,624,1343,1,223.68,2022-01-09 09:03:00,udane
704,625,1390,1,215.08,2022-04-16 17:54:00,udane
705,625,44,2,1255,2022-04-16 17:52:00,udane
706,625,1492,1,233.61,2022-04-16 17:55:00,udane
707,626,1658,1,198.6,2022-07-12 07:03:00,udane
708,626,100,2,580,2022-07-12 07:08:00,udane
709,627,1894,1,254.95,2022-09-16 19:36:00,udane
710,627,1990,1,97.37,2022-09-16 19:31:00,udane
711,627,2056,1,117.65,2022-09-16 19:39:00,udane
712,628,2137,1,249.41,2022-12-17 07:07:00,udane
713,628,2216,1,201.97,2022-12-17 07:09:00,udane
714,628,2292,1,82.86,2022-12-17 07:09:00,udane
715,629,2326,1,,2023-02-22 07:02:00,udane
716,629,2417,1,233.26,2023-02-22 07:06:00,udane
717,630,2541,1,69.45,2023-05-03 08:33:00,udane
718,630,2547,1,76.18,2023-05-03 08:34:00,udane
719,630,2593,1,139.42,2023-05-03 08:33:00,udane
720,631,2742,1,294.71,2023-07-23 09:32:00,udane
721,631,2760,1,185.76,2023-07-23 09:34:00,udane
722,631,2786,1,237.18,2023-07-23 09:33:00,udane
723,631,2866,1,130.38,2023-07-23 09:39:00,udane
724,631,2884,1,58.31,2023-07-23 09:35:00,udane
725,631,2902,1,266.88,2023-07-23 09:35:00,udane
726,632,2905,1,285.66,2023-10-02 12:39:00,udane
727,632,3055,1,235.76,2023-10-02 12:33:00,udane
728,633,3102,1,159.18,2023-12-06 07:10:00,udane
729,633,3108,1,220.81,2023-12-06 07:02:00,udane
730,633,3182,1,66.85,2023-12-06 07:10:00,udane
731,633,3195,1,193.59,2023-12-06 07:03:00,udane
732,633,3198,1,173.24,2023-12-06 07:01:00,udane
733,633,3236,1,,2023-12-06 07:05:00,udane
734,634,3283,1,,2024-02-10 15:52:00,udane
735,634,3329,1,167.15,2024-02-10 15:49:00,udane
736,634,3378,1,71.66,2024-02-10 15:46:00,udane
737,634,3380,1,,2024-02-10 15:48:00,udane
738,635,3472,1,60.09,2024-03-22 17:55:00,udane
739,635,3482,1,272.08,2024-03-22 17:49:00,udane
740,635,3647,1,129.58,2024-03-22 17:55:00,udane
741,636,3851,1,174.95,2024-08-18 07:04:00,udane
742,636,3907,1,110.3,2024-08-18 07:03:00,udane
743,636,3929,1,259.09,2024-08-18 07:06:00,udane
744,636,3959,1,116.92,2024-08-18 07:01:00,udane
745,636,3980,1,58.81,2024-08-18 07:06:00,udane
746,636,3996,1,238.65,2024-08-18 07:10:00,udane
747,637,4118,1,209.49,2024-11-20 07:04:00,udane
748,637,4217,1,113.22,2024-11-20 07:05:00,udane
749,637,4273,1,72.24,2024-11-20 07:01:00,udane
750,639,48,1,177.26,2020-12-27 21:02:00,udane
751,639,55,1,152.52,2020-12-27 21:06:00,udane
752,639,135,1,147.06,2020-12-27 21:10:00,udane
753,640,265,1,255.63,2021-03-21 12:16:00,udane
754,640,328,1,,2021-03-21 12:24:00,udane
755,640,360,1,84.36,2021-03-21 12:19:00,udane
756,641,465,1,194.97,2021-05-21 07:07:00,udane
757,641,552,1,234.7,2021-05-21 07:10:00,udane
758,642,641,1,180.86,2021-08-05 07:02:00,udane
759,642,675,1,297.05,2021-08-05 07:02:00,udane
760,642,21,2,1375,2021-08-05 07:09:00,udane
761,642,732,1,224.88,2021-08-05 07:10:00,udane
762,642,778,1,,2021-08-05 07:08:00,udane
763,643,820,1,202.97,2021-09-11 07:04:00,udane
764,643,919,1,,2021-09-11 07:06:00,udane
765,644,1000,1,257.34,2021-11-12 07:04:00,udane
766,644,1086,1,105.04,2021-11-12 07:06:00,udane
767,644,1093,1,289.12,2021-11-12 07:01:00,udane
768,644,1104,1,200.53,2021-11-12 07:04:00,udane
769,644,1184,1,172.69,2021-11-12 07:01:00,udane
770,645,121,2,1105,2022-01-20 10:19:00,udane
771,645,1216,1,142.64,2022-01-20 10:24:00,udane
772,645,1227,1,177.73,2022-01-20 10:16:00,udane
773,645,1235,1,109.4,2022-01-20 10:22:00,udane
774,645,1315,1,124.68,2022-01-20 10:18:00,udane
775,646,1463,1,268.08,2022-04-25 15:51:00,udane
776,646,1487,1,119.12,2022-04-25 15:52:00,udane
777,646,1506,1,121.57,2022-04-25 15:55:00,udane
778,646,1561,1,53.28,2022-04-25 15:55:00,udane
779,646,1569,1,100.29,2022-04-25 15:51:00,udane
780,646,1582,1,76.9,2022-04-25 15:47:00,udane
781,646,1606,1,169.58,2022-04-25 15:48:00,udane
782,647,1760,1,129.12,2022-08-11 21:21:00,udane
783,647,1784,1,170.23,2022-08-11 21:16:00,udane
784,647,1798,1,173.36,2022-08-11 21:18:00,udane
785,647,1807,1,266.7,2022-08-11 21:24:00,udane
786,648,1985,1,265.94,2022-10-27 16:23:00,udane
787,648,2027,1,278.41,2022-10-27 16:16:00,udane
788,648,227,2,990,2022-10-27 16:16:00,udane
789,648,2139,1,161.17,2022-10-27 16:17:00,udane
790,649,2355,1,222.56,2023-02-26 20:19:00,udane
791,649,2364,1,153.15,2023-02-26 20:22:00,udane
792,649,2397,1,238.34,2023-02-26 20:24:00,udane
793,649,2412,1,234.17,2023-02-26 20:23:00,udane
794,649,1,2,520,2023-02-26 20:17:00,udane
795,649,2493,1,96.58,2023-02-26 20:24:00,udane
796,649,2511,1,284.4,2023-02-26 20:17:00,udane
797,650,2530,1,98.63,2023-05-05 08:40:00,udane
798,650,2543,1,226.63,2023-05-05 08:34:00,udane
799,650,2616,1,106.18,2023-05-05 08:35:00,udane
800,651,2705,1,55.86,2023-06-29 17:19:00,udane
801,651,2779,1,89.55,2023-06-29 17:18:00,udane
802,652,2889,1,85.37,2023-09-19 15:06:00,udane
803,652,2907,1,236.97,2023-09-19 15:02:00,udane
804,652,2913,1,79.05,2023-09-19 15:01:00,udane
805,652,3040,1,,2023-09-19 15:06:00,udane
806,653,3227,1,282.91,2024-01-06 11:34:00,udane
807,653,3252,1,181.67,2024-01-06 11:31:00,udane
808,653,3295,1,,2024-01-06 11:36:00,udane
809,653,3342,1,,2024-01-06 11:36:00,udane
810,653,3347,1,130.03,2024-01-06 11:33:00,udane
811,654,3441,1,181.12,2024-03-16 07:01:00,udane
812,654,3489,1,,2024-03-16 07:04:00,udane
813,654,3593,1,144.46,2024-03-16 07:04:00,udane
814,655,3681,1,70.29,2024-06-14 11:48:00,udane
815,656,3888,1,154.01,2024-09-09 08:39:00,udane
816,657,4117,1,161.22,2024-11-13 07:05:00,udane
817,657,4156,1,293.46,2024-11-13 07:06:00,udane
818,657,4208,1,178.89,2024-11-13 07:08:00,udane
819,657,4285,1,262.71,2024-11-13 07:01:00,udane
820,659,245,2,1080,2020-12-31 11:17:00,udane
821,659,227,1,,2020-12-31 11:22:00,udane
822,659,56,2,1279,2020-12-31 11:17:00,udane
823,660,355,1,222.74,2021-04-28 11:34:00,udane
824,660,493,1,221.33,2021-04-28 11:36:00,udane
825,661,655,1,61.67,2021-07-16 18:04:00,udane
826,662,862,1,89.5,2021-09-23 21:25:00,udane
827,662,890,1,84.94,2021-09-23 21:21:00,udane
828,662,908,1,261.29,2021-09-23 21:23:00,udane
829,662,909,1,155.48,2021-09-23 21:18:00,udane
830,662,921,1,211.67,2021-09-23 21:20:00,udane
831,662,1016,1,67.96,2021-09-23 21:21:00,udane
832,663,1059,1,268.25,2021-11-25 07:03:00,udane
833,664,1407,1,126.89,2022-04-07 15:17:00,udane
834,664,126,2,1369,2022-04-07 15:21:00,udane
835,664,1444,1,168.9,2022-04-07 15:20:00,udane
836,664,1486,1,242.24,2022-04-07 15:21:00,udane
837,664,1492,1,233.61,2022-04-07 15:19:00,udane
838,664,1498,1,245.13,2022-04-07 15:16:00,udane
839,664,1571,1,211.79,2022-04-07 15:20:00,udane
840,664,1572,1,198.05,2022-04-07 15:19:00,udane
841,664,1583,1,239.63,2022-04-07 15:16:00,udane
842,665,1696,1,91.21,2022-07-14 18:05:00,udane
843,665,132,2,1215,2022-07-14 18:01:00,udane
844,665,1759,1,,2022-07-14 18:04:00,udane
845,665,1839,1,237.71,2022-07-14 18:02:00,udane
846,666,1872,1,75.01,2022-09-17 07:08:00,udane
847,666,1900,1,60.32,2022-09-17 07:01:00,udane
848,666,2022,1,242.52,2022-09-17 07:06:00,udane
849,667,2073,1,186.58,2022-11-21 16:55:00,udane
850,667,45,2,875,2022-11-21 16:53:00,udane
851,667,2153,1,135.61,2022-11-21 16:51:00,udane
852,667,2162,1,60.24,2022-11-21 16:50:00,udane
853,667,2179,1,,2022-11-21 16:47:00,udane
854,667,2224,1,249.47,2022-11-21 16:55:00,udane
855,668,2562,1,92.36,2023-05-13 12:16:00,udane
856,668,2568,1,59.0,2023-05-13 12:19:00,udane
857,669,2856,1,121.32,2023-09-10 07:10:00,udane
858,669,2916,1,226.61,2023-09-10 07:03:00,udane
859,669,2950,1,109.92,2023-09-10 07:07:00,udane
860,670,3175,1,184.95,2023-12-19 13:25:00,udane
861,671,3364,1,229.0,2024-02-26 09:38:00,udane
862,671,3409,1,164.98,2024-02-26 09:35:00,udane
863,671,3416,1,256.6,2024-02-26 09:31:00,udane
864,671,3438,1,101.44,2024-02-26 09:31:00,udane
865,671,3483,1,63.44,2024-02-26 09:35:00,udane
866,671,3524,1,289.19,2024-02-26 09:32:00,udane
867,672,3831,1,137.81,2024-08-07 21:03:00,udane
868,672,3881,1,176.27,2024-08-07 21:03:00,udane
869,672,3916,1,243.65,2024-08-07 21:01:00,udane
870,672,3943,1,224.01,2024-08-07 21:08:00,udane
871,672,3960,1,84.88,2024-08-07 21:03:00,udane
872,673,4210,1,,2024-12-27 07:06:00,udane
873,673,4215,1,168.16,2024-12-27 07:04:00,udane
874,673,4279,1,50.92,2024-12-27 07:07:00,udane
875,675,32,1,,2020-12-15 16:03:00,udane
876,676,212,2,1169,2021-02-28 08:53:00,udane
877,676,352,1,296.56,2021-02-28 08:49:00,udane
878,676,359,1,144.11,2021-02-28 08:52:00,udane
879,676,366,1,194.39,2021-02-28 08:48:00,udane
880,677,400,1,182.97,2021-05-03 13:02:00,udane
881,677,501,1,118.17,2021-05-03 13:03:00,udane
882,678,600,1,88.84,2021-07-02 07:10:00,udane
883,678,675,1,297.05,2021-07-02 07:06:00,udane
884,679,817,1,,2021-09-24 16:10:00,udane
885,679,855,1,217.42,2021-09-24 16:04:00,udane
886,679,900,1,240.72,2021-09-24 16:09:00,udane
887,679,915,1,81.56,2021-09-24 16:09:00,udane
888,680,1019,1,292.65,2021-12-08 07:05:00,udane
889,680,1040,1,226.55,2021-12-08 07:04:00,udane
890,681,1249,1,,2022-02-01 14:34:00,udane
891,681,1289,1,,2022-02-01 14:35:00,udane
892,681,1311,1,51.12,2022-02-01 14:36:00,udane
893,681,1359,1,144.69,2022-02-01 14:36:00,udane
894,681,1400,1,150.29,2022-02-01 14:38:00,udane
895,681,1401,1,176.38,2022-02-01 14:39:00,udane
896,682,1455,1,247.13,2022-05-09 21:03:00,udane
897,682,1503,1,107.14,2022-05-09 21:06:00,udane
898,682,1529,1,243.43,2022-05-09 21:07:00,udane
899,683,1747,1,51.06,2022-07-22 15:47:00,udane
900,683,1753,1,142.15,2022-07-22 15:49:00,udane
901,683,1814,1,188.34,2022-07-22 15:50:00,udane
902,683,1851,1,,2022-07-22 15:55:00,udane
903,684,2001,1,,2022-11-04 21:06:00,udane
904,684,153,2,1419,2022-11-04 21:10:00,udane
905,685,89,2,1150,2023-01-25 11:49:00,udane
906,685,2279,1,140.95,2023-01-25 11:53:00,udane
907,685,2359,1,110.63,2023-01-25 11:48:00,udane
908,686,2455,1,96.42,2023-04-04 08:25:00,udane
909,687,2692,1,156.26,2023-07-02 07:05:00,udane
910,687,2721,1,95.12,2023-07-02 07:10:00,udane
911,687,2740,1,53.61,2023-07-02 07:05:00,udane
912,687,2781,1,174.37,2023-07-02 07:09:00,udane
913,687,2802,1,199.55,2023-07-02 07:04:00,udane
914,688,2915,1,53.98,2023-09-22 21:02:00,udane
915,688,3085,1,258.47,2023-09-22 21:10:00,udane
916,689,3136,1,82.05,2023-12-17 07:32:00,udane
917,689,3193,1,83.7,2023-12-17 07:36:00,udane
918,689,3277,1,210.87,2023-12-17 07:37:00,udane
919,690,3409,1,164.98,2024-03-13 21:01:00,udane
920,690,3410,1,144.8,2024-03-13 21:06:00,udane
921,690,3418,1,257.27,2024-03-13 21:09:00,udane
922,690,3426,1,86.93,2024-03-13 21:01:00,udane
923,691,3588,1,115.32,2024-05-20 07:01:00,udane
924,691,3628,1,93.95,2024-05-20 07:02:00,udane
925,691,3716,1,290.15,2024-05-20 07:06:00,udane
926,691,3746,1,115.77,2024-05-20 07:03:00,udane
927,692,3793,1,173.46,2024-07-21 07:09:00,udane
928,692,3815,1,152.04,2024-07-21 07:08:00,udane
929,692,3903,1,181.94,2024-07-21 07:09:00,udane
930,692,3943,1,224.01,2024-07-21 07:01:00,udane
931,692,3953,1,298.65,2024-07-21 07:02:00,udane
932,693,3959,1,116.92,2024-09-25 07:07:00,udane
933,693,3980,1,58.81,2024-09-25 07:03:00,udane
934,693,3995,1,213.17,2024-09-25 07:08:00,udane
935,693,4007,1,157.81,2024-09-25 07:09:00,udane
936,693,4066,1,295.14,2024-09-25 07:02:00,udane
937,693,4072,1,180.05,2024-09-25 07:03:00,udane
938,693,4075,1,137.12,2024-09-25 07:08:00,udane
939,693,4085,1,277.44,2024-09-25 07:08:00,udane
940,693,4113,1,191.41,2024-09-25 07:10:00,udane
941,694,4232,1,216.28,2024-12-25 07:09:00,udane
942,694,4238,1,291.64,2024-12-25 07:04:00,udane
943,694,201,2,689,2024-12-25 07:10:00,udane
944,696,214,1,257.04,2021-02-14 07:02:00,udane
945,696,235,1,289.33,2021-02-14 07:02:00,udane
946,696,331,1,143.21,2021-02-14 07:03:00,udane
947,696,343,1,,2021-02-14 07:04:00,udane
948,696,383,1,296.76,2021-02-14 07:02:00,udane
949,697,413,1,151.42,2021-05-21 07:24:00,udane
950,697,491,1,74.02,2021-05-21 07:18:00,udane
951,697,544,1,81.87,2021-05-21 07:22:00,udane
952,697,554,1,,2021-05-21 07:17:00,udane
953,698,609,1,206.56,2021-07-24 07:03:00,udane
954,698,720,1,259.52,2021-07-24 07:09:00,udane
955,699,809,1,114.94,2021-09-04 07:09:00,udane
956,699,951,1,182.45,2021-09-04 07:04:00,udane
957,699,969,1,127.41,2021-09-04 07:08:00,udane
958,700,1458,1,72.38,2022-05-04 10:51:00,udane
959,700,1475,1,250.58,2022-05-04 10:50:00,udane
960,700,1492,1,233.61,2022-05-04 10:52:00,udane
961,700,1498,1,245.13,2022-05-04 10:55:00,udane
962,700,1566,1,183.62,2022-05-04 10:52:00,udane
963,700,1618,1,142.1,2022-05-04 10:48:00,udane
964,701,1715,1,267.55,2022-07-25 07:02:00,udane
965,701,1777,1,68.22,2022-07-25 07:07:00,udane
966,702,1968,1,,2022-11-01 07:02:00,udane
967,702,1986,1,82.24,2022-11-01 07:06:00,udane
968,702,2047,1,185.92,2022-11-01 07:08:00,udane
969,702,2081,1,250.8,2022-11-01 07:07:00,udane
970,702,2083,1,142.47,2022-11-01 07:02:00,udane
971,703,2245,1,218.46,2023-01-11 21:08:00,udane
972,703,2260,1,115.14,2023-01-11 21:06:00,udane
973,703,2324,1,242.07,2023-01-11 21:09:00,udane
974,703,2333,1,267.06,2023-01-11 21:10:00,udane
975,703,2341,1,111.9,2023-01-11 21:06:00,udane
976,703,213,2,860,2023-01-11 21:02:00,udane
977,703,2353,1,274.45,2023-01-11 21:01:00,udane
978,703,2362,1,,2023-01-11 21:10:00,udane
979,703,2402,1,110.98,2023-01-11 21:04:00,udane
980,704,2427,1,125.21,2023-04-15 10:04:00,udane
981,704,2476,1,134.75,2023-04-15 10:05:00,udane
982,704,2592,1,155.63,2023-04-15 10:03:00,udane
983,704,2593,1,139.42,2023-04-15 10:04:00,udane
984,705,2785,1,258.63,2023-08-22 07:02:00,udane
985,705,2914,1,197.26,2023-08-22 07:08:00,udane
986,706,173,2,775,2023-11-14 10:07:00,udane
987,706,3107,1,110.12,2023-11-14 10:08:00,udane
988,706,3143,1,77.15,2023-11-14 10:06:00,udane
989,706,3153,1,123.53,2023-11-14 10:08:00,udane
990,706,3155,1,,2023-11-14 10:07:00,udane
991,707,3255,1,279.75,2024-01-11 18:36:00,udane
992,707,3260,1,130.4,2024-01-11 18:37:00,udane
993,707,3270,1,245.28,2024-01-11 18:34:00,udane
994,707,3328,1,161.59,2024-01-11 18:31:00,udane
995,708,3631,1,271.92,2024-05-27 07:01:00,udane
996,708,3691,1,157.86,2024-05-27 07:01:00,udane
997,708,3783,1,55.7,2024-05-27 07:04:00,udane
998,708,3791,1,277.16,2024-05-27 07:09:00,udane
999,709,3826,1,235.6,2024-08-01 19:46:00,udane
1000,709,3848,1,120.1,2024-08-01 19:46:00,udane
1001,710,4013,1,50.3,2024-10-10 21:05:00,udane
1002,711,4173,1,140.13,2024-12-03 09:37:00,udane
1003,711,4220,1,138.5,2024-12-03 09:38:00,udane
1004,711,4273,1,72.24,2024-12-03 09:38:00,udane
1005,711,4315,1,203.31,2024-12-03 09:35:00,udane
1006,713,6,1,274.29,2020-11-29 07:09:00,udane
1007,713,9,1,84.05,2020-11-29 07:05:00,udane
1008,713,58,1,69.19,2020-11-29 07:01:00,udane
1009,713,66,1,121.19,2020-11-29 07:08:00,udane
1010,713,105,1,79.29,2020-11-29 07:06:00,udane
1011,714,238,1,79.22,2021-03-15 20:35:00,udane
1012,714,259,1,205.93,2021-03-15 20:37:00,udane
1013,715,223,2,635,2021-05-11 08:01:00,udane
1014,715,473,1,,2021-05-11 08:02:00,udane
1015,716,732,1,224.88,2021-08-30 07:06:00,udane
1016,716,756,1,121.36,2021-08-30 07:03:00,udane
1017,716,75,2,430,2021-08-30 07:10:00,udane
1018,717,1105,1,57.88,2021-12-24 21:07:00,udane
1019,717,1136,1,230.79,2021-12-24 21:03:00,udane
1020,717,1222,1,,2021-12-24 21:05:00,udane
1021,718,1315,1,124.68,2022-03-06 07:01:00,udane
1022,718,1327,1,62.75,2022-03-06 07:09:00,udane
1023,719,1564,1,100.15,2022-06-10 18:34:00,udane
1024,719,1579,1,177.33,2022-06-10 18:31:00,udane
1025,719,1594,1,185.3,2022-06-10 18:34:00,udane
1026,719,1687,1,,2022-06-10 18:37:00,udane
1027,719,1709,1,243.55,2022-06-10 18:35:00,udane
1028,720,1741,1,116.34,2022-07-23 09:33:00,udane
1029,720,1870,1,97.19,2022-07-23 09:38:00,udane
1030,721,1937,1,165.76,2022-10-15 21:17:00,udane
1031,721,101,2,555,2022-10-15 21:23:00,udane
1032,721,1953,1,223.69,2022-10-15 21:18:00,udane
1033,721,1991,1,101.44,2022-10-15 21:19:00,udane
1034,721,2065,1,240.56,2022-10-15 21:19:00,udane
1035,721,2076,1,,2022-10-15 21:19:00,udane
1036,722,2177,1,271.41,2022-12-27 19:23:00,udane
1037,722,2203,1,230.18,2022-12-27 19:24:00,udane
1038,722,2215,1,140.72,2022-12-27 19:17:00,udane
1039,722,2236,1,144.8,2022-12-27 19:21:00,udane
1040,722,2252,1,233.1,2022-12-27 19:22:00,udane
1041,722,2340,1,166.21,2022-12-27 19:20:00,udane
1042,722,2351,1,278.19,2022-12-27 19:22:00,udane
1043,723,2375,1,139.11,2023-03-28 07:04:00,udane
1044,723,2398,1,153.05,2023-03-28 07:06:00,udane
1045,723,2437,1,,2023-03-28 07:08:00,udane
1046,723,2461,1,140.23,2023-03-28 07:04:00,udane
1047,723,2464,1,162.76,2023-03-28 07:10:00,udane
1048,723,2559,1,121.0,2023-03-28 07:10:00,udane
1049,724,2600,1,247.02,2023-06-11 07:01:00,udane
1050,725,2755,1,131.5,2023-08-15 20:04:00,udane
1051,725,2804,1,299.95,2023-08-15 20:09:00,udane
1052,725,2840,1,264.23,2023-08-15 20:02:00,udane
1053,726,2987,1,169.66,2023-10-22 21:55:00,udane
1054,726,3023,1,130.57,2023-10-22 21:52:00,udane
1055,726,3033,1,246.89,2023-10-22 21:49:00,udane
1056,726,3056,1,158.7,2023-10-22 21:54:00,udane
1057,727,3248,1,191.33,2024-01-31 13:53:00,udane
1058,728,3440,1,202.29,2024-03-31 18:06:00,udane
1059,728,3465,1,291.02,2024-03-31 18:06:00,udane
1060,728,3519,1,87.07,2024-03-31 18:08:00,udane
1061,728,3528,1,153.84,2024-03-31 18:02:00,udane
1062,729,3671,1,75.44,2024-06-09 10:20:00,udane
1063,729,3714,1,259.08,2024-06-09 10:18:00,udane
1064,729,3747,1,70.51,2024-06-09 10:25:00,udane
1065,729,3775,1,210.82,2024-06-09 10:18:00,udane
1066,729,3790,1,,2024-06-09 10:24:00,udane
1067,730,3851,1,174.95,2024-08-21 07:08:00,udane
1068,730,3961,1,151.0,2024-08-21 07:02:00,udane
1069,731,4065,1,146.2,2024-11-18 07:05:00,udane
1070,733,77,1,104.5,2020-12-28 21:52:00,udane
1071,733,133,1,154.2,2020-12-28 21:54:00,udane
