detailId,price,paymentDate,status
254,43.5,2022-05-28 10:48:00,udane
132,121.5,2022-08-14 13:09:00,udane
179,72.9,2023-10-07 08:38:00,udane
267,83.5,2023-10-07 08:32:00,udane
258,144.5,2024-06-16 09:46:00,udane
223,63.5,2021-04-25 07:05:00,udane
16,60.5,2021-04-25 07:02:00,udane
105,108.0,2022-04-28 07:10:00,udane
203,57.0,2023-02-17 13:40:00,udane
10,45.9,2023-06-15 21:51:00,udane
25,89.9,2021-03-25 07:08:00,udane
250,67.9,2021-02-27 12:51:00,udane
247,124.0,2022-08-02 17:25:00,udane
143,81.9,2022-08-02 17:17:00,udane
211,44.5,2023-02-05 07:08:00,udane
243,57.9,2023-11-12 14:07:00,udane
202,59.9,2023-11-12 14:05:00,udane
244,149.0,2024-12-19 08:24:00,udane
261,109.0,2021-11-10 08:36:00,udane
206,67.9,2023-04-17 15:54:00,udane
248,105.9,2023-06-09 07:06:00,udane
279,123.0,2021-08-05 13:07:00,udane
67,97.0,2022-03-19 08:52:00,udane
126,136.9,2022-03-25 07:04:00,udane
131,101.9,2023-11-30 07:06:00,udane
42,128.5,2020-12-31 21:07:00,udane
248,105.9,2023-07-01 07:02:00,udane
173,77.5,2023-10-26 10:04:00,udane
142,77.0,2024-03-29 21:47:00,udane
250,67.9,2021-02-21 15:48:00,udane
211,44.5,2023-01-03 09:17:00,udane
28,74.9,2023-11-13 07:03:00,udane
243,57.9,2023-11-13 07:03:00,udane
51,60.5,2024-02-19 08:24:00,udane
147,156.5,2024-02-19 08:24:00,udane
86,141.9,2020-12-31 08:23:00,udane
264,51.0,2024-06-27 07:10:00,udane
131,101.9,2023-12-01 10:47:00,udane
46,151.5,2023-02-08 16:09:00,udane
120,62.0,2024-07-07 21:02:00,udane
240,92.0,2020-12-18 10:25:00,udane
212,116.9,2021-02-13 08:48:00,udane
256,110.0,2022-04-16 14:04:00,udane
193,69.5,2022-08-03 13:16:00,udane
239,101.5,2023-12-21 10:22:00,udane
118,81.5,2024-08-22 21:40:00,udane
120,62.0,2024-06-23 15:04:00,udane
67,97.0,2022-03-06 08:53:00,udane
81,64.5,2024-05-23 07:07:00,udane
99,43.0,2022-01-03 12:37:00,udane
134,155.9,2022-04-04 07:08:00,udane
54,110.0,2022-04-04 07:03:00,udane
107,80.5,2022-06-13 07:05:00,udane
3,64.9,2022-06-13 07:10:00,udane
143,81.9,2022-08-29 18:05:00,udane
65,66.5,2022-08-29 18:05:00,udane
147,156.5,2024-01-23 12:31:00,udane
88,132.5,2024-09-11 07:01:00,udane
109,152.0,2024-09-11 07:08:00,udane
74,105.9,2020-12-20 07:04:00,udane
114,156.9,2021-11-07 10:52:00,udane
154,131.5,2021-11-07 10:47:00,udane
84,100.0,2024-03-29 08:16:00,udane
156,97.0,2024-03-29 08:24:00,udane
168,121.5,2024-08-28 13:48:00,udane
41,56.5,2022-04-13 09:22:00,udane
174,109.0,2022-03-16 08:01:00,udane
62,82.0,2023-03-07 08:22:00,udane
118,81.5,2024-09-15 09:08:00,udane
260,86.0,2021-05-08 16:50:00,udane
91,101.5,2024-04-15 21:03:00,udane
48,113.9,2021-02-20 08:50:00,udane
43,138.5,2022-06-13 21:03:00,udane
184,71.9,2024-04-05 07:04:00,udane
192,134.9,2021-04-05 11:02:00,udane
54,110.0,2022-05-15 19:07:00,udane
63,88.9,2023-02-20 08:37:00,udane
157,128.5,2020-12-07 07:09:00,udane
163,142.0,2021-02-22 20:03:00,udane
238,77.5,2021-08-18 21:31:00,udane
273,96.9,2021-11-04 11:54:00,udane
66,53.5,2024-02-02 07:03:00,udane
215,149.9,2024-06-19 08:22:00,udane
6,41.5,2024-09-11 09:05:00,udane
52,49.5,2022-05-29 10:32:00,udane
249,107.5,2024-11-21 07:01:00,udane
158,141.0,2021-06-06 21:03:00,udane
256,110.0,2022-06-02 08:19:00,udane
193,69.5,2022-08-26 13:22:00,udane
89,115.0,2023-01-07 19:39:00,udane
174,109.0,2022-04-01 08:02:00,udane
89,115.0,2023-02-01 10:47:00,udane
191,95.9,2023-04-07 11:23:00,udane
23,54.5,2024-02-26 13:49:00,udane
3,64.9,2022-06-22 09:32:00,udane
92,69.5,2023-06-19 11:04:00,udane
275,153.9,2023-11-22 14:09:00,udane
79,103.5,2024-12-18 09:05:00,udane
240,92.0,2020-12-14 12:01:00,udane
256,110.0,2022-03-30 07:08:00,udane
177,106.0,2023-02-26 09:10:00,udane
86,141.9,2020-12-25 07:02:00,udane
216,112.0,2023-03-19 07:01:00,udane
248,105.9,2023-06-04 11:25:00,udane
180,136.0,2020-12-24 09:20:00,udane
46,151.5,2023-03-02 15:35:00,udane
177,106.0,2023-01-08 07:02:00,udane
201,68.9,2024-11-06 16:52:00,udane
157,128.5,2021-01-06 09:18:00,udane
238,77.5,2021-08-27 16:01:00,udane
116,110.0,2022-04-02 08:55:00,udane
222,118.9,2021-02-09 07:04:00,udane
229,69.5,2021-12-27 08:17:00,udane
116,110.0,2022-02-23 08:48:00,udane
87,149.5,2022-05-21 19:31:00,udane
78,91.9,2021-01-01 10:04:00,udane
16,60.5,2021-04-01 17:02:00,udane
33,79.5,2021-07-25 11:50:00,udane
11,46.5,2024-07-24 07:03:00,udane
175,125.5,2024-10-18 16:08:00,udane
260,86.0,2021-06-17 11:22:00,udane
124,47.9,2022-04-26 17:33:00,udane
58,60.9,2023-12-25 14:46:00,udane
219,107.9,2024-04-23 20:07:00,udane
212,116.9,2021-01-15 07:10:00,udane
139,72.0,2021-11-30 13:37:00,udane
129,102.5,2022-07-04 17:25:00,udane
216,112.0,2023-04-04 10:37:00,udane
195,42.5,2023-09-23 17:54:00,udane
173,77.5,2023-09-23 17:52:00,udane
237,74.9,2021-05-12 17:01:00,udane
248,105.9,2023-07-06 11:21:00,udane
131,101.9,2023-11-30 08:06:00,udane
142,77.0,2024-04-25 10:37:00,udane
48,113.9,2021-01-17 08:23:00,udane
108,118.9,2021-08-27 07:05:00,udane
40,151.5,2022-04-26 07:10:00,udane
119,138.5,2023-01-01 21:17:00,udane
34,145.9,2024-02-16 20:19:00,udane
266,159.9,2024-02-16 20:22:00,udane
256,110.0,2022-03-26 07:01:00,udane
193,69.5,2022-06-10 13:35:00,udane
62,82.0,2023-01-11 11:47:00,udane
232,50.5,2023-04-11 07:10:00,udane
161,54.5,2022-02-09 17:47:00,udane
225,129.0,2022-04-24 07:01:00,udane
43,138.5,2022-06-30 12:03:00,udane
263,88.0,2022-09-20 09:46:00,udane
130,129.0,2022-09-20 09:55:00,udane
34,145.9,2024-02-03 07:09:00,udane
240,92.0,2020-12-05 07:01:00,udane
158,141.0,2021-06-12 20:19:00,udane
139,72.0,2021-10-09 17:38:00,udane
256,110.0,2022-05-13 08:25:00,udane
201,68.9,2024-12-27 18:52:00,udane
187,133.0,2024-12-27 18:49:00,udane
67,97.0,2022-03-19 08:52:00,udane
49,129.5,2022-12-25 15:04:00,udane
213,86.0,2023-02-15 07:03:00,udane
195,42.5,2023-08-18 15:46:00,udane
41,56.5,2022-05-08 21:23:00,udane
129,102.5,2022-08-03 07:02:00,udane
81,64.5,2024-05-24 09:34:00,udane
163,142.0,2021-02-07 07:01:00,udane
6,41.5,2024-08-19 09:47:00,udane
113,79.5,2024-11-15 08:01:00,udane
52,49.5,2022-07-20 08:19:00,udane
46,151.5,2023-04-05 09:01:00,udane
237,74.9,2021-05-24 17:08:00,udane
41,56.5,2022-05-29 08:48:00,udane
132,121.5,2022-07-09 07:10:00,udane
149,157.0,2022-08-31 08:52:00,udane
120,62.0,2024-07-18 08:24:00,udane
246,103.0,2024-07-18 08:16:00,udane
280,145.9,2024-09-30 08:38:00,udane
131,101.9,2023-11-27 10:21:00,udane
221,75.9,2024-02-27 07:02:00,udane
238,77.5,2021-10-08 08:55:00,udane
116,110.0,2022-03-20 08:52:00,udane
169,58.0,2024-01-24 18:20:00,udane
262,59.0,2021-09-16 19:08:00,udane
132,121.5,2022-06-29 07:08:00,udane
179,72.9,2023-09-11 19:09:00,udane
74,105.9,2021-01-18 18:38:00,udane
125,70.0,2021-05-21 21:09:00,udane
265,118.9,2022-07-11 07:02:00,udane
241,85.9,2022-09-11 07:10:00,udane
84,100.0,2024-03-25 08:21:00,udane
180,136.0,2021-01-29 08:35:00,udane
76,148.0,2022-06-15 20:47:00,udane
53,61.5,2021-07-06 07:03:00,udane
256,110.0,2022-04-27 12:03:00,udane
67,97.0,2022-03-25 08:55:00,udane
213,86.0,2023-02-25 10:51:00,udane
206,67.9,2023-05-07 10:05:00,udane
78,91.9,2021-01-12 09:19:00,udane
16,60.5,2021-06-11 12:01:00,udane
69,91.5,2023-02-20 13:18:00,udane
11,46.5,2024-08-11 15:25:00,udane
175,125.5,2024-11-17 09:40:00,udane
245,108.0,2021-01-10 07:09:00,udane
236,40.5,2021-05-01 10:50:00,udane
72,73.5,2022-05-20 21:21:00,udane
132,121.5,2022-07-24 07:08:00,udane
158,141.0,2021-06-27 10:46:00,udane
174,109.0,2022-02-11 21:05:00,udane
153,141.9,2022-11-17 10:53:00,udane
89,115.0,2023-01-29 07:07:00,udane
191,95.9,2023-03-30 07:04:00,udane
239,101.5,2023-11-18 07:10:00,udane
47,57.9,2021-06-11 08:23:00,udane
41,56.5,2022-05-13 07:08:00,udane
213,86.0,2023-01-20 21:32:00,udane
131,101.9,2023-11-14 18:10:00,udane
224,125.0,2022-02-15 09:48:00,udane
87,149.5,2022-06-19 07:02:00,udane
273,96.9,2021-11-04 15:32:00,udane
229,69.5,2021-12-29 08:16:00,udane
86,141.9,2021-01-08 15:09:00,udane
237,74.9,2021-05-24 21:02:00,udane
41,56.5,2022-06-17 08:48:00,udane
49,129.5,2023-01-17 11:24:00,udane
206,67.9,2023-03-25 18:34:00,udane
142,77.0,2024-03-05 19:03:00,udane
22,50.0,2021-07-31 07:01:00,udane
3,64.9,2022-07-15 08:18:00,udane
77,147.9,2022-12-14 15:10:00,udane
63,88.9,2023-03-02 18:19:00,udane
2,124.0,2023-05-26 09:10:00,udane
243,57.9,2023-11-22 08:35:00,udane
200,134.0,2024-03-13 11:04:00,udane
242,96.5,2024-05-23 09:54:00,udane
255,87.9,2024-09-08 07:05:00,udane
244,149.0,2024-11-09 07:09:00,udane
279,123.0,2021-08-01 15:24:00,udane
216,112.0,2023-01-27 09:24:00,udane
173,77.5,2023-09-08 07:08:00,udane
252,70.9,2024-08-16 13:48:00,udane
261,109.0,2021-09-06 17:10:00,udane
206,67.9,2023-05-13 10:09:00,udane
195,42.5,2023-09-25 08:34:00,udane
131,101.9,2023-12-27 07:08:00,udane
81,64.5,2024-05-13 09:32:00,udane
216,112.0,2023-02-13 09:35:00,udane
114,156.9,2021-09-02 07:04:00,udane
214,46.5,2024-04-15 15:01:00,udane
168,121.5,2024-07-24 10:34:00,udane
30,48.9,2022-06-09 11:03:00,udane
110,88.9,2022-09-21 07:05:00,udane
172,41.9,2024-01-16 15:50:00,udane
171,64.5,2024-09-14 07:02:00,udane
78,91.9,2021-01-07 10:10:00,udane
101,55.5,2022-08-14 15:49:00,udane
5,148.9,2023-03-18 21:05:00,udane
167,151.9,2020-11-29 07:05:00,udane
48,113.9,2021-02-20 10:24:00,udane
108,118.9,2021-10-06 13:02:00,udane
225,129.0,2022-04-17 10:05:00,udane
263,88.0,2022-08-31 21:08:00,udane
119,138.5,2023-01-24 11:32:00,udane
209,46.0,2024-03-10 10:06:00,udane
124,47.9,2022-06-18 08:40:00,udane
32,143.0,2023-10-21 15:55:00,udane
219,107.9,2024-06-12 11:31:00,udane
50,65.9,2021-04-27 11:22:00,udane
99,43.0,2022-03-20 09:01:00,udane
134,155.9,2022-05-24 08:50:00,udane
143,81.9,2022-08-08 18:25:00,udane
185,146.9,2023-05-26 08:48:00,udane
220,95.9,2023-05-26 08:54:00,udane
275,153.9,2023-10-20 07:37:00,udane
200,134.0,2024-03-04 11:01:00,udane
232,50.5,2023-03-30 12:51:00,udane
191,95.9,2023-03-30 12:49:00,udane
74,105.9,2021-01-01 07:07:00,udane
114,156.9,2021-10-30 19:35:00,udane
100,58.0,2022-06-18 07:05:00,udane
84,100.0,2024-04-04 16:18:00,udane
156,97.0,2024-04-04 16:24:00,udane
99,43.0,2022-03-11 07:03:00,udane
134,155.9,2022-05-26 08:53:00,udane
2,124.0,2023-04-11 09:49:00,udane
220,95.9,2023-06-08 10:02:00,udane
147,156.5,2024-01-13 15:52:00,udane
12,89.5,2021-12-02 19:10:00,udane
63,88.9,2023-01-20 07:09:00,udane
275,153.9,2023-10-04 13:01:00,udane
90,147.9,2024-03-04 20:47:00,udane
176,153.5,2022-01-28 08:18:00,udane
246,103.0,2024-07-14 20:31:00,udane
189,116.9,2024-08-25 15:22:00,udane
279,123.0,2021-07-01 18:40:00,udane
206,67.9,2023-04-29 10:08:00,udane
131,101.9,2023-12-01 08:03:00,udane
231,130.0,2021-01-01 07:08:00,udane
224,125.0,2022-02-07 09:50:00,udane
53,61.5,2021-06-29 07:02:00,udane
256,110.0,2022-05-18 07:04:00,udane
62,82.0,2023-02-24 08:20:00,udane
78,91.9,2021-01-10 10:18:00,udane
16,60.5,2021-04-29 11:03:00,udane
75,43.0,2021-09-09 21:06:00,udane
96,92.9,2022-07-06 13:32:00,udane
101,55.5,2022-09-02 07:06:00,udane
5,148.9,2023-03-12 10:01:00,udane
11,46.5,2024-08-15 09:03:00,udane
175,125.5,2024-10-25 09:39:00,udane
96,92.9,2022-06-28 08:32:00,udane
140,115.9,2021-02-08 09:46:00,udane
132,121.5,2022-08-01 13:07:00,udane
179,72.9,2023-09-11 07:01:00,udane
127,50.0,2024-09-25 19:52:00,udane
129,102.5,2022-07-25 21:06:00,udane
213,86.0,2023-01-29 11:32:00,udane
206,67.9,2023-05-15 19:47:00,udane
150,132.5,2023-10-08 08:39:00,udane
252,70.9,2024-06-23 07:33:00,udane
91,101.5,2024-05-10 08:04:00,udane
74,105.9,2021-01-24 08:19:00,udane
100,58.0,2022-06-01 16:18:00,udane
84,100.0,2024-04-03 08:25:00,udane
184,71.9,2024-04-21 21:05:00,udane
212,116.9,2021-01-29 14:24:00,udane
44,125.5,2022-04-21 13:10:00,udane
89,115.0,2023-01-23 11:49:00,udane
23,54.5,2024-04-06 18:01:00,udane
196,99.5,2022-06-28 07:03:00,udane
184,71.9,2024-06-07 07:09:00,udane
12,89.5,2022-01-26 13:49:00,udane
150,132.5,2023-10-04 19:24:00,udane
39,100.5,2024-08-26 21:48:00,udane
50,65.9,2021-05-12 09:03:00,udane
138,48.9,2021-08-01 14:46:00,udane
22,50.0,2021-08-01 14:52:00,udane
107,80.5,2022-07-07 08:33:00,udane
2,124.0,2023-05-02 21:06:00,udane
220,95.9,2023-05-02 21:10:00,udane
198,90.5,2023-12-16 07:01:00,udane
147,156.5,2024-02-17 13:23:00,udane
90,147.9,2024-02-17 13:17:00,udane
126,136.9,2022-02-21 07:05:00,udane
44,125.5,2022-03-02 08:10:00,udane
135,101.9,2021-03-07 08:35:00,udane
238,77.5,2021-10-09 08:52:00,udane
208,150.0,2021-12-31 08:08:00,udane
112,72.5,2022-11-20 10:23:00,udane
19,67.0,2022-05-11 11:35:00,udane
150,132.5,2023-10-05 17:33:00,udane
176,153.5,2021-12-12 08:53:00,udane
246,103.0,2024-08-20 09:39:00,udane
189,116.9,2024-08-20 09:38:00,udane
80,71.5,2024-11-21 14:20:00,udane
150,132.5,2023-10-27 08:39:00,udane
201,68.9,2024-11-30 12:40:00,udane
19,67.0,2022-04-24 11:32:00,udane
30,48.9,2022-08-02 11:47:00,udane
132,121.5,2022-07-17 13:06:00,udane
236,40.5,2021-05-28 10:22:00,udane
132,121.5,2022-07-30 13:05:00,udane
132,121.5,2022-06-11 19:09:00,udane
146,66.9,2024-08-26 10:33:00,udane
238,77.5,2021-10-17 08:52:00,udane
224,125.0,2022-01-16 15:18:00,udane
87,149.5,2022-05-10 17:39:00,udane
123,56.5,2024-04-01 08:21:00,udane
120,62.0,2024-07-27 07:05:00,udane
249,107.5,2025-01-05 09:08:00,udane
98,130.5,2022-03-25 08:02:00,udane
220,95.9,2023-06-13 19:09:00,udane
202,59.9,2024-01-06 10:33:00,udane
212,116.9,2021-02-14 21:01:00,udane
21,137.5,2021-06-26 07:08:00,udane
232,50.5,2023-02-12 17:33:00,udane
23,54.5,2024-03-24 08:52:00,udane
121,110.5,2022-01-18 09:05:00,udane
19,67.0,2022-04-23 11:39:00,udane
52,49.5,2022-07-19 08:24:00,udane
170,140.0,2023-01-21 10:16:00,udane
120,62.0,2024-07-13 07:06:00,udane
80,71.5,2024-12-21 07:10:00,udane
129,102.5,2022-08-25 07:24:00,udane
122,107.9,2022-08-25 07:21:00,udane
206,67.9,2023-03-30 07:34:00,udane
195,42.5,2023-09-04 07:01:00,udane
142,77.0,2024-04-07 07:23:00,udane
36,112.5,2022-09-29 19:33:00,udane
215,149.9,2024-06-21 21:01:00,udane
195,42.5,2023-10-07 07:05:00,udane
173,77.5,2023-10-07 07:04:00,udane
252,70.9,2024-08-21 14:23:00,udane
48,113.9,2021-01-05 07:09:00,udane
263,88.0,2022-09-03 07:02:00,udane
130,129.0,2022-09-03 07:01:00,udane
259,156.5,2023-08-16 21:10:00,udane
209,46.0,2024-01-23 10:24:00,udane
7,57.9,2021-12-04 07:01:00,udane
80,71.5,2024-12-01 15:38:00,udane
21,137.5,2021-07-27 17:31:00,udane
174,109.0,2022-04-11 08:07:00,udane
256,110.0,2022-04-11 08:05:00,udane
118,81.5,2024-09-20 07:03:00,udane
238,77.5,2021-10-03 07:09:00,udane
133,81.5,2021-10-03 07:07:00,udane
116,110.0,2022-04-05 08:52:00,udane
196,99.5,2022-07-08 10:17:00,udane
162,92.0,2023-06-08 08:09:00,udane
94,122.9,2021-07-26 07:08:00,udane
97,95.5,2022-04-08 21:21:00,udane
230,155.5,2022-06-17 07:03:00,udane
220,95.9,2023-06-09 10:10:00,udane
202,59.9,2023-11-18 20:47:00,udane
90,147.9,2024-02-27 10:25:00,udane
222,118.9,2021-03-13 12:16:00,udane
8,68.0,2021-05-30 08:05:00,udane
241,85.9,2022-09-06 07:03:00,udane
110,88.9,2022-09-06 07:03:00,udane
84,100.0,2024-01-31 07:04:00,udane
67,97.0,2022-02-21 11:54:00,udane
252,70.9,2024-08-08 14:24:00,udane
257,122.9,2022-06-20 10:05:00,udane
230,155.5,2022-06-20 10:01:00,udane
247,124.0,2022-09-12 08:54:00,udane
27,148.5,2022-09-12 08:50:00,udane
2,124.0,2023-06-10 08:37:00,udane
220,95.9,2023-06-10 08:33:00,udane
68,67.0,2023-08-26 08:47:00,udane
50,65.9,2021-04-29 11:38:00,udane
94,122.9,2021-07-08 15:17:00,udane
134,155.9,2022-05-14 08:53:00,udane
185,146.9,2023-04-09 09:31:00,udane
233,151.5,2023-09-13 18:01:00,udane
20,96.5,2024-04-14 14:24:00,udane
238,77.5,2021-09-24 12:19:00,udane
87,149.5,2022-05-24 09:39:00,udane
6,41.5,2024-09-07 17:55:00,udane
122,107.9,2022-09-06 07:03:00,udane
216,112.0,2023-02-05 08:20:00,udane
25,89.9,2021-04-14 17:37:00,udane
201,68.9,2024-12-20 07:05:00,udane
140,115.9,2021-01-18 14:19:00,udane
236,40.5,2021-04-02 12:17:00,udane
254,43.5,2022-05-15 10:54:00,udane
132,121.5,2022-08-05 13:04:00,udane
213,86.0,2023-01-08 17:21:00,udane
206,67.9,2023-04-01 17:16:00,udane
14,124.5,2023-11-19 20:20:00,udane
91,101.5,2024-03-20 07:04:00,udane
163,142.0,2021-03-15 08:22:00,udane
123,56.5,2024-04-25 07:04:00,udane
257,122.9,2022-07-06 21:09:00,udane
247,124.0,2022-09-05 08:54:00,udane
2,124.0,2023-06-04 08:33:00,udane
231,130.0,2020-12-22 07:07:00,udane
163,142.0,2021-03-03 21:52:00,udane
224,125.0,2021-12-24 15:20:00,udane
132,121.5,2022-06-29 07:01:00,udane
258,144.5,2024-06-16 21:51:00,udane
124,47.9,2022-05-13 09:33:00,udane
70,124.9,2024-01-24 18:38:00,udane
219,107.9,2024-04-10 09:48:00,udane
167,151.9,2020-12-14 11:34:00,udane
130,129.0,2022-10-03 10:34:00,udane
209,46.0,2024-02-16 09:21:00,udane
39,100.5,2024-09-23 07:32:00,udane
140,115.9,2020-12-11 21:09:00,udane
236,40.5,2021-05-11 09:22:00,udane
132,121.5,2022-07-28 13:03:00,udane
124,47.9,2022-05-16 07:10:00,udane
138,48.9,2021-09-25 21:02:00,udane
243,57.9,2023-10-20 20:22:00,udane
51,60.5,2024-01-07 15:39:00,udane
109,152.0,2024-10-19 21:05:00,udane
79,103.5,2024-12-07 09:01:00,udane
244,149.0,2024-12-07 09:10:00,udane
250,67.9,2021-03-06 16:18:00,udane
137,118.9,2021-11-06 11:39:00,udane
134,155.9,2022-04-03 07:05:00,udane
54,110.0,2022-05-30 13:09:00,udane
257,122.9,2022-08-16 09:18:00,udane
65,66.5,2022-10-16 08:08:00,udane
165,109.9,2022-10-16 08:05:00,udane
2,124.0,2023-06-29 08:33:00,udane
202,59.9,2023-11-11 07:08:00,udane
8,68.0,2021-06-05 21:04:00,udane
265,118.9,2022-06-24 07:50:00,udane
168,121.5,2024-07-18 12:17:00,udane
106,91.0,2021-03-17 08:08:00,udane
75,43.0,2021-08-30 21:22:00,udane
5,148.9,2023-03-04 07:04:00,udane
180,136.0,2021-01-04 15:06:00,udane
170,140.0,2022-12-17 08:51:00,udane
91,101.5,2024-04-26 08:04:00,udane
120,62.0,2024-07-24 08:19:00,udane
107,80.5,2022-07-18 08:03:00,udane
3,64.9,2022-07-18 08:08:00,udane
30,48.9,2022-07-18 08:04:00,udane
165,109.9,2022-10-20 13:32:00,udane
77,147.9,2022-10-20 13:31:00,udane
220,95.9,2023-05-12 07:23:00,udane
275,153.9,2023-11-01 07:03:00,udane
90,147.9,2024-02-19 10:18:00,udane
255,87.9,2024-10-06 08:33:00,udane
41,56.5,2022-05-01 21:19:00,udane
49,129.5,2023-01-18 08:48:00,udane
213,86.0,2023-01-18 08:46:00,udane
248,105.9,2023-06-18 14:03:00,udane
264,51.0,2024-06-28 13:25:00,udane
250,67.9,2021-02-24 08:52:00,udane
98,130.5,2022-02-14 20:54:00,udane
65,66.5,2022-09-01 15:46:00,udane
202,59.9,2023-11-30 07:10:00,udane
242,96.5,2024-04-07 07:08:00,udane
244,149.0,2024-12-20 08:18:00,udane
48,113.9,2021-02-20 08:49:00,udane
43,138.5,2022-07-27 17:05:00,udane
34,145.9,2024-02-14 10:10:00,udane
209,46.0,2024-02-14 10:05:00,udane
117,134.5,2024-12-07 12:47:00,udane
158,141.0,2021-05-21 09:04:00,udane
121,110.5,2021-12-20 14:49:00,udane
174,109.0,2022-03-18 10:46:00,udane
41,56.5,2022-04-11 07:37:00,udane
129,102.5,2022-07-20 18:55:00,udane
264,51.0,2024-07-25 13:01:00,udane
252,70.9,2024-07-25 13:09:00,udane
100,58.0,2022-06-14 07:09:00,udane
168,121.5,2024-09-13 13:54:00,udane
196,99.5,2022-06-23 10:20:00,udane
58,60.9,2024-01-21 07:09:00,udane
228,111.0,2024-03-26 14:04:00,udane
248,105.9,2023-06-02 08:47:00,udane
14,124.5,2023-11-30 16:40:00,udane
142,77.0,2024-04-26 10:34:00,udane
252,70.9,2024-07-29 13:37:00,udane
276,102.0,2021-01-06 09:55:00,udane
231,130.0,2021-01-06 09:52:00,udane
163,142.0,2021-03-12 08:21:00,udane
238,77.5,2021-09-01 18:04:00,udane
229,69.5,2021-12-14 08:20:00,udane
215,149.9,2024-05-07 21:37:00,udane
240,92.0,2021-01-13 16:35:00,udane
158,141.0,2021-06-25 09:04:00,udane
191,95.9,2023-04-20 21:25:00,udane
201,68.9,2024-12-24 21:07:00,udane
40,151.5,2022-04-21 09:23:00,udane
43,138.5,2022-07-30 08:34:00,udane
162,92.0,2023-07-08 07:07:00,udane
34,145.9,2024-02-16 10:06:00,udane
73,63.9,2021-07-08 10:55:00,udane
194,138.0,2024-05-08 10:36:00,udane
120,62.0,2024-07-22 08:25:00,udane
189,116.9,2024-09-20 11:51:00,udane
