76,2022-09-05 08:45:00.000,2022-09-14 17:45:00.000
77,2023-01-09 08:30:00.000,2023-01-18 16:15:00.000
78,2021-02-09 10:00:00.000,2021-02-18 16:30:00.000
79,2025-01-16 09:00:00.000,2025-01-21 18:15:00.000
80,2025-01-27 11:00:00.000,2025-02-10 19:15:00.000
81,2024-06-10 09:30:00.000,2024-06-19 14:30:00.000
82,2025-09-17 09:15:00.000,2025-10-01 16:15:00.000
83,2025-06-25 10:00:00.000,2025-07-09 16:45:00.000
84,2024-04-29 08:15:00.000,2024-05-13 17:30:00.000
85,2025-09-11 08:00:00.000,2025-09-23 15:15:00.000
86,2021-01-27 08:15:00.000,2021-02-08 17:30:00.000
87,2022-07-27 12:30:00.000,2022-08-08 18:30:00.000
88,2024-11-04 09:15:00.000,2024-11-14 16:45:00.000
89,2023-02-27 11:45:00.000,2023-03-13 16:45:00.000
90,2024-03-25 10:15:00.000,2024-04-08 15:15:00.000
91,2024-06-03 08:00:00.000,2024-06-05 19:15:00.000
92,2023-08-03 08:00:00.000,2023-08-14 18:30:00.000
93,2025-06-05 09:15:00.000,2025-06-16 18:30:00.000
94,2021-08-23 08:30:00.000,2021-08-31 19:15:00.000
95,2025-07-24 11:15:00.000,2025-08-04 16:15:00.000
96,2022-08-15 08:30:00.000,2022-08-22 14:15:00.000
97,2022-06-27 08:15:00.000,2022-06-29 15:30:00.000
98,2022-05-02 08:00:00.000,2022-05-11 14:45:00.000
99,2022-04-04 09:00:00.000,2022-04-11 18:15:00.000
100,2022-08-16 08:00:00.000,2022-08-29 18:45:00.000
101,2022-11-07 12:30:00.000,2022-11-17 18:30:00.000
102,2025-06-09 08:30:00.000,2025-06-12 17:15:00.000
103,2025-05-21 09:45:00.000,2025-06-02 17:30:00.000
104,2025-08-14 11:30:00.000,2025-08-25 18:30:00.000
105,2022-05-26 12:45:00.000,2022-06-09 17:30:00.000
106,2021-04-15 08:00:00.000,2021-04-27 17:45:00.000
107,2022-08-10 08:00:00.000,2022-08-22 16:15:00.000
108,2021-10-18 13:00:00.000,2021-10-25 17:15:00.000
109,2024-11-18 10:15:00.000,2024-12-02 13:15:00.000
110,2022-11-21 12:45:00.000,2022-12-01 17:15:00.000
111,2025-11-17 08:15:00.000,2025-11-24 18:00:00.000
112,2022-12-12 10:15:00.000,2022-12-22 18:45:00.000
113,2024-12-23 08:45:00.000,2025-01-02 18:15:00.000
114,2021-11-22 10:45:00.000,2021-12-06 16:45:00.000
115,2025-11-17 12:15:00.000,2025-11-25 15:30:00.000
116,2022-04-20 08:45:00.000,2022-04-25 14:45:00.000
117,2025-01-20 08:00:00.000,2025-01-27 18:15:00.000
118,2024-10-22 09:00:00.000,2024-11-04 17:30:00.000
119,2023-03-20 08:15:00.000,2023-04-03 17:15:00.000
120,2024-08-26 08:15:00.000,2024-09-04 15:45:00.000
121,2022-02-22 10:15:00.000,2022-03-03 17:45:00.000
122,2022-11-01 10:00:00.000,2022-11-14 18:15:00.000
123,2024-06-24 09:15:00.000,2024-07-03 18:45:00.000
124,2022-07-11 08:30:00.000,2022-07-20 19:15:00.000
125,2021-07-05 08:30:00.000,2021-07-08 16:45:00.000
126,2022-05-12 09:45:00.000,2022-05-24 13:30:00.000
127,2024-11-25 08:30:00.000,2024-12-05 18:30:00.000
128,2025-07-28 10:30:00.000,2025-08-04 18:45:00.000
129,2022-09-26 09:30:00.000,2022-10-03 16:15:00.000
130,2022-10-24 10:30:00.000,2022-11-07 18:45:00.000
131,2024-01-09 08:00:00.000,2024-01-15 15:15:00.000
132,2022-08-24 13:00:00.000,2022-09-07 17:15:00.000
133,2021-11-25 08:00:00.000,2021-12-01 18:00:00.000
134,2022-06-13 08:45:00.000,2022-06-22 17:45:00.000
135,2021-03-17 08:30:00.000,2021-03-30 16:30:00.000
136,2025-04-28 08:00:00.000,2025-05-06 16:30:00.000
137,2021-12-15 08:30:00.000,2021-12-27 13:00:00.000
138,2021-10-19 08:15:00.000,2021-10-28 18:30:00.000
139,2021-12-30 13:30:00.000,2022-01-06 18:45:00.000
140,2021-02-24 09:45:00.000,2021-03-08 18:30:00.000
141,2025-03-31 10:00:00.000,2025-04-07 18:15:00.000
142,2024-05-21 10:30:00.000,2024-05-30 13:00:00.000
143,2022-10-10 10:30:00.000,2022-10-20 18:45:00.000
144,2022-03-02 08:00:00.000,2022-03-16 17:30:00.000
145,2025-05-12 08:00:00.000,2025-05-21 13:45:00.000
146,2024-09-25 10:30:00.000,2024-10-07 19:00:00.000
147,2024-03-25 08:45:00.000,2024-04-01 18:00:00.000
148,2025-11-26 09:45:00.000,2025-12-03 17:15:00.000
149,2022-09-15 08:45:00.000,2022-09-29 17:45:00.000
150,2023-11-07 08:30:00.000,2023-11-15 16:15:00.000
151,2023-06-19 11:45:00.000,2023-06-29 18:00:00.000
152,2025-10-27 08:45:00.000,2025-11-03 18:15:00.000
153,2023-01-26 10:00:00.000,2023-02-01 15:45:00.000
154,2021-11-23 08:00:00.000,2021-12-01 17:00:00.000
155,2025-07-24 09:15:00.000,2025-08-04 17:30:00.000
156,2024-06-03 09:00:00.000,2024-06-05 18:45:00.000
157,2021-01-19 09:15:00.000,2021-01-26 16:30:00.000
158,2021-07-28 09:00:00.000,2021-08-09 16:30:00.000
159,2023-03-27 09:30:00.000,2023-03-30 18:45:00.000
160,2025-11-24 11:45:00.000,2025-12-03 15:30:00.000
161,2022-03-21 08:45:00.000,2022-04-04 18:30:00.000
162,2023-09-04 09:00:00.000,2023-09-18 19:00:00.000
163,2021-04-19 08:15:00.000,2021-04-29 18:15:00.000
164,2022-02-07 09:45:00.000,2022-02-21 16:45:00.000
165,2022-12-27 08:45:00.000,2023-01-09 15:30:00.000
166,2025-10-16 09:00:00.000,2025-10-27 15:00:00.000
167,2021-01-11 11:30:00.000,2021-01-19 15:45:00.000
168,2024-09-23 13:45:00.000,2024-09-30 18:30:00.000
169,2024-03-25 09:30:00.000,2024-04-01 19:00:00.000
170,2023-03-09 08:15:00.000,2023-03-20 15:15:00.000
171,2024-12-03 08:15:00.000,2024-12-16 17:00:00.000
172,2024-03-11 10:45:00.000,2024-03-25 17:30:00.000
173,2023-11-27 10:00:00.000,2023-12-04 18:45:00.000
174,2022-04-25 08:00:00.000,2022-05-03 18:15:00.000
175,2024-12-04 09:30:00.000,2024-12-12 18:15:00.000
176,2022-02-28 08:15:00.000,2022-03-08 14:45:00.000
177,2023-03-20 09:00:00.000,2023-03-27 17:45:00.000
178,2022-02-14 09:00:00.000,2022-02-22 17:30:00.000
179,2023-10-23 08:30:00.000,2023-11-02 19:00:00.000
180,2021-02-18 11:45:00.000,2021-02-24 17:15:00.000
181,2021-06-29 09:15:00.000,2021-07-12 16:30:00.000
182,2025-08-18 08:45:00.000,2025-08-25 17:15:00.000
183,2025-05-19 09:45:00.000,2025-05-26 13:30:00.000
184,2024-06-25 08:15:00.000,2024-07-08 17:45:00.000
185,2023-06-12 08:45:00.000,2023-06-26 17:45:00.000
186,2022-11-21 08:15:00.000,2022-11-29 18:45:00.000
187,2025-03-31 11:30:00.000,2025-04-09 18:15:00.000
188,2024-12-04 10:15:00.000,2024-12-11 18:45:00.000
189,2024-10-28 11:45:00.000,2024-11-05 18:00:00.000
190,2025-07-16 10:00:00.000,2025-07-29 16:30:00.000
191,2023-06-05 08:45:00.000,2023-06-12 16:15:00.000
192,2021-04-19 11:00:00.000,2021-04-26 19:15:00.000
193,2022-09-05 13:15:00.000,2022-09-19 18:30:00.000
194,2024-06-11 10:30:00.000,2024-06-24 18:15:00.000
195,2023-10-30 08:30:00.000,2023-11-13 15:15:00.000
196,2022-07-27 10:15:00.000,2022-08-08 19:00:00.000
197,2023-04-11 08:00:00.000,2023-04-24 18:00:00.000
198,2024-03-04 09:00:00.000,2024-03-18 15:00:00.000
199,2024-09-02 08:30:00.000,2024-09-09 15:30:00.000
200,2024-04-09 11:00:00.000,2024-04-18 18:15:00.000
201,2025-02-11 08:30:00.000,2025-02-24 13:30:00.000
202,2024-01-17 10:30:00.000,2024-01-23 11:30:00.000
203,2023-04-04 08:00:00.000,2023-04-17 19:15:00.000
204,2021-09-23 11:30:00.000,2021-10-06 19:00:00.000
205,2022-10-12 12:30:00.000,2022-10-24 17:45:00.000
206,2023-06-05 10:00:00.000,2023-06-19 16:15:00.000
207,2025-06-09 08:00:00.000,2025-06-19 18:15:00.000
208,2022-01-24 08:00:00.000,2022-02-07 14:45:00.000
209,2024-03-25 10:00:00.000,2024-04-02 18:00:00.000
210,2025-05-13 08:00:00.000,2025-05-22 18:30:00.000
211,2023-03-06 08:00:00.000,2023-03-07 15:30:00.000
212,2021-03-22 08:45:00.000,2021-03-31 17:00:00.000
213,2023-03-27 10:45:00.000,2023-04-03 18:45:00.000
214,2024-05-27 09:45:00.000,2024-06-10 19:00:00.000
215,2024-07-15 08:15:00.000,2024-07-25 17:45:00.000
216,2023-04-17 10:30:00.000,2023-04-24 17:15:00.000
217,2022-05-16 10:00:00.000,2022-05-30 18:45:00.000
218,2025-10-27 08:45:00.000,2025-11-04 13:45:00.000
219,2024-07-08 11:30:00.000,2024-07-15 17:45:00.000
220,2023-07-17 10:00:00.000,2023-07-31 16:30:00.000
221,2024-04-01 10:45:00.000,2024-04-08 19:00:00.000
222,2021-04-20 12:15:00.000,2021-04-28 18:30:00.000
223,2021-06-14 08:00:00.000,2021-06-28 18:15:00.000
224,2022-03-07 09:45:00.000,2022-03-21 14:00:00.000
225,2022-06-08 08:00:00.000,2022-06-20 17:00:00.000
226,2024-07-08 08:15:00.000,2024-07-08 18:15:00.000
227,2022-12-12 13:30:00.000,2022-12-26 18:45:00.000
228,2024-05-22 09:15:00.000,2024-06-04 17:45:00.000
229,2022-01-17 08:15:00.000,2022-01-31 16:15:00.000
230,2022-09-15 10:45:00.000,2022-09-26 15:15:00.000
231,2021-03-08 08:15:00.000,2021-03-22 18:30:00.000
232,2023-05-08 12:45:00.000,2023-05-15 18:30:00.000
233,2023-10-24 08:30:00.000,2023-11-01 19:00:00.000
234,2023-01-11 08:15:00.000,2023-01-18 15:30:00.000
235,2024-07-25 09:00:00.000,2024-08-05 15:15:00.000
236,2021-06-14 09:15:00.000,2021-06-14 17:15:00.000
237,2021-06-14 17:00:00.000,2021-06-28 18:30:00.000
238,2021-11-09 08:45:00.000,2021-11-22 15:30:00.000
239,2024-01-29 10:45:00.000,2024-02-12 18:30:00.000
240,2021-02-10 16:30:00.000,2021-02-22 15:15:00.000
241,2022-10-27 08:00:00.000,2022-11-07 18:15:00.000
242,2024-06-17 11:00:00.000,2024-06-27 17:15:00.000
243,2024-01-11 09:30:00.000,2024-01-23 17:00:00.000
244,2025-01-27 08:15:00.000,2025-02-03 18:00:00.000
245,2021-02-08 11:15:00.000,2021-02-22 18:30:00.000
246,2024-09-19 09:30:00.000,2024-09-25 15:00:00.000
247,2022-10-06 08:45:00.000,2022-10-17 15:45:00.000
248,2023-08-03 11:15:00.000,2023-08-14 18:15:00.000
249,2025-02-03 09:00:00.000,2025-02-17 16:45:00.000
250,2021-04-26 08:45:00.000,2021-05-04 13:45:00.000
251,2025-07-21 09:30:00.000,2025-08-04 19:00:00.000
252,2024-09-09 14:15:00.000,2024-09-12 17:15:00.000
253,2025-08-05 10:15:00.000,2025-08-18 17:30:00.000
254,2022-06-20 10:45:00.000,2022-07-04 18:15:00.000
255,2024-10-28 08:30:00.000,2024-11-04 16:15:00.000
256,2022-06-16 08:15:00.000,2022-06-27 17:00:00.000
257,2022-08-31 09:15:00.000,2022-09-08 19:00:00.000
258,2024-07-03 09:45:00.000,2024-07-11 18:15:00.000
259,2023-10-09 08:15:00.000,2023-10-18 18:00:00.000
260,2021-07-28 12:45:00.000,2021-08-09 18:30:00.000
261,2021-11-24 08:30:00.000,2021-12-07 18:30:00.000
262,2021-11-24 08:30:00.000,2021-11-30 18:00:00.000
263,2022-10-24 09:45:00.000,2022-11-02 17:30:00.000
264,2024-08-22 08:45:00.000,2024-08-26 17:15:00.000
265,2022-09-14 08:15:00.000,2022-09-26 18:15:00.000
266,2024-04-29 14:00:00.000,2024-05-13 17:15:00.000
267,2023-11-06 10:15:00.000,2023-11-20 18:30:00.000
268,2025-05-19 08:30:00.000,2025-05-26 17:30:00.000
269,2021-12-28 08:00:00.000,2022-01-10 13:00:00.000
270,2025-10-14 08:15:00.000,2025-10-27 18:45:00.000
271,2025-09-22 09:00:00.000,2025-09-29 17:45:00.000
272,2025-03-26 08:45:00.000,2025-04-09 19:00:00.000
273,2021-12-27 08:30:00.000,2022-01-10 17:00:00.000
274,2025-10-20 10:30:00.000,2025-10-30 17:45:00.000
275,2023-12-11 14:00:00.000,2023-12-18 19:00:00.000
276,2021-01-20 09:45:00.000,2021-02-03 19:15:00.000
277,2025-05-14 08:00:00.000,2025-05-26 19:15:00.000
278,2024-02-20 10:30:00.000,2024-03-04 16:30:00.000
279,2021-08-24 15:15:00.000,2021-09-06 18:45:00.000
280,2024-12-03 08:15:00.000,2024-12-16 18:30:00.000
