acivity_id,acivity_type,price,user_id,start_date,type
6,2,415,235,2024-10-17 09:00,stationary/hybrid
6,2,415,1040,2024-10-17 09:00,stationary/hybrid
6,2,415,894,2024-10-17 09:00,stationary/hybrid
6,2,415,35,2024-10-17 09:00,stationary/hybrid
6,2,415,444,2024-10-17 09:00,stationary/hybrid
6,2,415,642,2024-10-17 09:00,stationary/hybrid
6,2,415,812,2024-10-17 09:00,stationary/hybrid
6,2,415,831,2024-10-17 09:00,stationary/hybrid
6,2,415,864,2024-10-17 09:00,stationary/hybrid
6,2,415,459,2024-10-17 09:00,stationary/hybrid
6,2,415,99,2024-10-17 09:00,stationary/hybrid
6,2,415,823,2024-10-17 09:00,stationary/hybrid
7,2,579,479,2021-12-21 09:00,stationary/hybrid
7,2,579,185,2021-12-21 09:00,stationary/hybrid
7,2,579,927,2021-12-21 09:00,stationary/hybrid
7,2,579,129,2021-12-21 09:00,stationary/hybrid
7,2,579,530,2021-12-21 09:00,stationary/hybrid
7,2,579,586,2021-12-21 09:00,stationary/hybrid
7,2,579,920,2021-12-21 09:00,stationary/hybrid
7,2,579,836,2021-12-21 09:00,stationary/hybrid
7,2,579,501,2021-12-21 09:00,stationary/hybrid
7,2,579,704,2021-12-21 09:00,stationary/hybrid
7,2,579,477,2021-12-21 09:00,stationary/hybrid
7,2,579,876,2021-12-21 09:00,stationary/hybrid
7,2,579,918,2021-12-21 09:00,stationary/hybrid
7,2,579,687,2021-12-21 09:00,stationary/hybrid
7,2,579,188,2021-12-21 09:00,stationary/hybrid
7,2,579,392,2021-12-21 09:00,stationary/hybrid
7,2,579,349,2021-12-21 09:00,stationary/hybrid
7,2,579,231,2021-12-21 09:00,stationary/hybrid
8,2,680,751,2021-06-24 08:00,stationary/hybrid
8,2,680,671,2021-06-24 08:00,stationary/hybrid
8,2,680,910,2021-06-24 08:00,stationary/hybrid
8,2,680,132,2021-06-24 08:00,stationary/hybrid
8,2,680,333,2021-06-24 08:00,stationary/hybrid
8,2,680,6,2021-06-24 08:00,stationary/hybrid
8,2,680,933,2021-06-24 08:00,stationary/hybrid
8,2,680,151,2021-06-24 08:00,stationary/hybrid
8,2,680,207,2021-06-24 08:00,stationary/hybrid
8,2,680,821,2021-06-24 08:00,stationary/hybrid
8,2,680,566,2021-06-24 08:00,stationary/hybrid
8,2,680,786,2021-06-24 08:00,stationary/hybrid
8,2,680,662,2021-06-24 08:00,stationary/hybrid
8,2,680,768,2021-06-24 08:00,stationary/hybrid
8,2,680,421,2021-06-24 08:00,stationary/hybrid
8,2,680,975,2021-06-24 08:00,stationary/hybrid
9,2,1070,921,2025-12-03 10:45,stationary/hybrid
9,2,1070,1086,2025-12-03 10:45,stationary/hybrid
9,2,1070,797,2025-12-03 10:45,stationary/hybrid
9,2,1070,768,2025-12-03 10:45,stationary/hybrid
9,2,1070,874,2025-12-03 10:45,stationary/hybrid
9,2,1070,891,2025-12-03 10:45,stationary/hybrid
9,2,1070,544,2025-12-03 10:45,stationary/hybrid
9,2,1070,821,2025-12-03 10:45,stationary/hybrid
9,2,1070,714,2025-12-03 10:45,stationary/hybrid
9,2,1070,333,2025-12-03 10:45,stationary/hybrid
9,2,1070,534,2025-12-03 10:45,stationary/hybrid
9,2,1070,971,2025-12-03 10:45,stationary/hybrid
9,2,1070,975,2025-12-03 10:45,stationary/hybrid
9,2,1070,566,2025-12-03 10:45,stationary/hybrid
9,2,1070,998,2025-12-03 10:45,stationary/hybrid
9,2,1070,421,2025-12-03 10:45,stationary/hybrid
9,2,1070,837,2025-12-03 10:45,stationary/hybrid
10,2,459,517,2023-09-07 09:45,stationary/hybrid
10,2,459,807,2023-09-07 09:45,stationary/hybrid
10,2,459,1021,2023-09-07 09:45,stationary/hybrid
10,2,459,48,2023-09-07 09:45,stationary/hybrid
10,2,459,841,2023-09-07 09:45,stationary/hybrid
10,2,459,436,2023-09-07 09:45,stationary/hybrid
10,2,459,422,2023-09-07 09:45,stationary/hybrid
10,2,459,686,2023-09-07 09:45,stationary/hybrid
10,2,459,620,2023-09-07 09:45,stationary/hybrid
10,2,459,317,2023-09-07 09:45,stationary/hybrid
10,2,459,318,2023-09-07 09:45,stationary/hybrid
10,2,459,922,2023-09-07 09:45,stationary/hybrid
10,2,459,926,2023-09-07 09:45,stationary/hybrid
10,2,459,999,2023-09-07 09:45,stationary/hybrid
11,2,465,974,2024-09-19 09:00,stationary/hybrid
11,2,465,559,2024-09-19 09:00,stationary/hybrid
11,2,465,277,2024-09-19 09:00,stationary/hybrid
11,2,465,529,2024-09-19 09:00,stationary/hybrid
11,2,465,1050,2024-09-19 09:00,stationary/hybrid
11,2,465,961,2024-09-19 09:00,stationary/hybrid
11,2,465,808,2024-09-19 09:00,stationary/hybrid
11,2,465,317,2024-09-19 09:00,stationary/hybrid
11,2,465,1074,2024-09-19 09:00,stationary/hybrid
11,2,465,841,2024-09-19 09:00,stationary/hybrid
11,2,465,365,2024-09-19 09:00,stationary/hybrid
11,2,465,922,2024-09-19 09:00,stationary/hybrid
11,2,465,859,2024-09-19 09:00,stationary/hybrid
11,2,465,517,2024-09-19 09:00,stationary/hybrid
11,2,465,911,2024-09-19 09:00,stationary/hybrid
11,2,465,1099,2024-09-19 09:00,stationary/hybrid
11,2,465,780,2024-09-19 09:00,stationary/hybrid
12,2,895,631,2022-02-28 13:45,online
12,2,895,243,2022-02-28 13:45,online
12,2,895,456,2022-02-28 13:45,online
12,2,895,820,2022-02-28 13:45,online
12,2,895,396,2022-02-28 13:45,online
12,2,895,1124,2022-02-28 13:45,online
12,2,895,860,2022-02-28 13:45,online
12,2,895,509,2022-02-28 13:45,online
12,2,895,188,2022-02-28 13:45,online
12,2,895,1093,2022-02-28 13:45,online
12,2,895,446,2022-02-28 13:45,online
13,2,799,652,2025-01-06 08:30,stationary/hybrid
13,2,799,267,2025-01-06 08:30,stationary/hybrid
13,2,799,739,2025-01-06 08:30,stationary/hybrid
13,2,799,340,2025-01-06 08:30,stationary/hybrid
13,2,799,314,2025-01-06 08:30,stationary/hybrid
13,2,799,19,2025-01-06 08:30,stationary/hybrid
13,2,799,536,2025-01-06 08:30,stationary/hybrid
13,2,799,91,2025-01-06 08:30,stationary/hybrid
13,2,799,526,2025-01-06 08:30,stationary/hybrid
13,2,799,942,2025-01-06 08:30,stationary/hybrid
13,2,799,721,2025-01-06 08:30,stationary/hybrid
13,2,799,252,2025-01-06 08:30,stationary/hybrid
13,2,799,850,2025-01-06 08:30,stationary/hybrid
13,2,799,22,2025-01-06 08:30,stationary/hybrid
14,2,1245,57,2024-01-22 08:15,stationary/hybrid
14,2,1245,86,2024-01-22 08:15,stationary/hybrid
14,2,1245,413,2024-01-22 08:15,stationary/hybrid
14,2,1245,613,2024-01-22 08:15,stationary/hybrid
14,2,1245,141,2024-01-22 08:15,stationary/hybrid
14,2,1245,638,2024-01-22 08:15,stationary/hybrid
14,2,1245,568,2024-01-22 08:15,stationary/hybrid
14,2,1245,162,2024-01-22 08:15,stationary/hybrid
14,2,1245,515,2024-01-22 08:15,stationary/hybrid
14,2,1245,711,2024-01-22 08:15,stationary/hybrid
14,2,1245,244,2024-01-22 08:15,stationary/hybrid
14,2,1245,520,2024-01-22 08:15,stationary/hybrid
14,2,1245,97,2024-01-22 08:15,stationary/hybrid
14,2,1245,781,2024-01-22 08:15,stationary/hybrid
15,2,470,539,2024-03-11 09:15,stationary/hybrid
15,2,470,924,2024-03-11 09:15,stationary/hybrid
15,2,470,901,2024-03-11 09:15,stationary/hybrid
15,2,470,905,2024-03-11 09:15,stationary/hybrid
15,2,470,991,2024-03-11 09:15,stationary/hybrid
15,2,470,327,2024-03-11 09:15,stationary/hybrid
15,2,470,701,2024-03-11 09:15,stationary/hybrid
15,2,470,865,2024-03-11 09:15,stationary/hybrid
15,2,470,345,2024-03-11 09:15,stationary/hybrid
15,2,470,963,2024-03-11 09:15,stationary/hybrid
15,2,470,485,2024-03-11 09:15,stationary/hybrid
15,2,470,777,2024-03-11 09:15,stationary/hybrid
16,2,605,63,2021-06-28 12:00,stationary/hybrid
16,2,605,610,2021-06-28 12:00,stationary/hybrid
16,2,605,926,2021-06-28 12:00,stationary/hybrid
16,2,605,1050,2021-06-28 12:00,stationary/hybrid
16,2,605,1099,2021-06-28 12:00,stationary/hybrid
16,2,605,956,2021-06-28 12:00,stationary/hybrid
16,2,605,277,2021-06-28 12:00,stationary/hybrid
16,2,605,422,2021-06-28 12:00,stationary/hybrid
16,2,605,807,2021-06-28 12:00,stationary/hybrid
16,2,605,983,2021-06-28 12:00,stationary/hybrid
16,2,605,48,2021-06-28 12:00,stationary/hybrid
16,2,605,500,2021-06-28 12:00,stationary/hybrid
16,2,605,517,2021-06-28 12:00,stationary/hybrid
16,2,605,317,2021-06-28 12:00,stationary/hybrid
16,2,605,833,2021-06-28 12:00,stationary/hybrid
16,2,605,1021,2021-06-28 12:00,stationary/hybrid
16,2,605,974,2021-06-28 12:00,stationary/hybrid
16,2,605,1074,2021-06-28 12:00,stationary/hybrid
17,2,860,474,2025-04-21 08:45,stationary/hybrid
17,2,860,49,2025-04-21 08:45,stationary/hybrid
17,2,860,575,2025-04-21 08:45,stationary/hybrid
17,2,860,84,2025-04-21 08:45,stationary/hybrid
17,2,860,430,2025-04-21 08:45,stationary/hybrid
17,2,860,81,2025-04-21 08:45,stationary/hybrid
17,2,860,916,2025-04-21 08:45,stationary/hybrid
17,2,860,1007,2025-04-21 08:45,stationary/hybrid
17,2,860,200,2025-04-21 08:45,stationary/hybrid
17,2,860,186,2025-04-21 08:45,stationary/hybrid
17,2,860,485,2025-04-21 08:45,stationary/hybrid
17,2,860,759,2025-04-21 08:45,stationary/hybrid
17,2,860,948,2025-04-21 08:45,stationary/hybrid
18,2,1175,735,2025-04-16 10:15,stationary/hybrid
18,2,1175,489,2025-04-16 10:15,stationary/hybrid
18,2,1175,867,2025-04-16 10:15,stationary/hybrid
18,2,1175,731,2025-04-16 10:15,stationary/hybrid
18,2,1175,987,2025-04-16 10:15,stationary/hybrid
18,2,1175,212,2025-04-16 10:15,stationary/hybrid
18,2,1175,347,2025-04-16 10:15,stationary/hybrid
18,2,1175,607,2025-04-16 10:15,stationary/hybrid
18,2,1175,427,2025-04-16 10:15,stationary/hybrid
18,2,1175,649,2025-04-16 10:15,stationary/hybrid
19,2,670,865,2022-06-02 11:30,online
19,2,670,50,2022-06-02 11:30,online
19,2,670,375,2022-06-02 11:30,online
19,2,670,1164,2022-06-02 11:30,online
19,2,670,40,2022-06-02 11:30,online
19,2,670,414,2022-06-02 11:30,online
19,2,670,773,2022-06-02 11:30,online
19,2,670,124,2022-06-02 11:30,online
19,2,670,80,2022-06-02 11:30,online
19,2,670,602,2022-06-02 11:30,online
19,2,670,643,2022-06-02 11:30,online
19,2,670,558,2022-06-02 11:30,online
19,2,670,256,2022-06-02 11:30,online
19,2,670,1148,2022-06-02 11:30,online
19,2,670,555,2022-06-02 11:30,online
19,2,670,506,2022-06-02 11:30,online
20,2,965,959,2024-05-30 08:45,stationary/hybrid
20,2,965,80,2024-05-30 08:45,stationary/hybrid
20,2,965,206,2024-05-30 08:45,stationary/hybrid
20,2,965,641,2024-05-30 08:45,stationary/hybrid
20,2,965,440,2024-05-30 08:45,stationary/hybrid
20,2,965,136,2024-05-30 08:45,stationary/hybrid
20,2,965,560,2024-05-30 08:45,stationary/hybrid
20,2,965,677,2024-05-30 08:45,stationary/hybrid
20,2,965,210,2024-05-30 08:45,stationary/hybrid
20,2,965,455,2024-05-30 08:45,stationary/hybrid
20,2,965,451,2024-05-30 08:45,stationary/hybrid
20,2,965,851,2024-05-30 08:45,stationary/hybrid
21,2,1375,825,2021-09-06 09:00,stationary/hybrid
21,2,1375,787,2021-09-06 09:00,stationary/hybrid
21,2,1375,729,2021-09-06 09:00,stationary/hybrid
21,2,1375,239,2021-09-06 09:00,stationary/hybrid
21,2,1375,286,2021-09-06 09:00,stationary/hybrid
21,2,1375,417,2021-09-06 09:00,stationary/hybrid
21,2,1375,1000,2021-09-06 09:00,stationary/hybrid
21,2,1375,122,2021-09-06 09:00,stationary/hybrid
21,2,1375,181,2021-09-06 09:00,stationary/hybrid
21,2,1375,13,2021-09-06 09:00,stationary/hybrid
21,2,1375,353,2021-09-06 09:00,stationary/hybrid
21,2,1375,325,2021-09-06 09:00,stationary/hybrid
21,2,1375,792,2021-09-06 09:00,stationary/hybrid
21,2,1375,53,2021-09-06 09:00,stationary/hybrid
21,2,1375,174,2021-09-06 09:00,stationary/hybrid
21,2,1375,324,2021-09-06 09:00,stationary/hybrid
21,2,1375,790,2021-09-06 09:00,stationary/hybrid
22,2,500,545,2021-10-25 09:45,stationary/hybrid
22,2,500,938,2021-10-25 09:45,stationary/hybrid
22,2,500,45,2021-10-25 09:45,stationary/hybrid
22,2,500,929,2021-10-25 09:45,stationary/hybrid
22,2,500,1081,2021-10-25 09:45,stationary/hybrid
22,2,500,264,2021-10-25 09:45,stationary/hybrid
22,2,500,396,2021-10-25 09:45,stationary/hybrid
22,2,500,113,2021-10-25 09:45,stationary/hybrid
22,2,500,941,2021-10-25 09:45,stationary/hybrid
22,2,500,700,2021-10-25 09:45,stationary/hybrid
22,2,500,453,2021-10-25 09:45,stationary/hybrid
23,2,545,112,2024-04-24 08:45,stationary/hybrid
23,2,545,240,2024-04-24 08:45,stationary/hybrid
23,2,545,241,2024-04-24 08:45,stationary/hybrid
23,2,545,256,2024-04-24 08:45,stationary/hybrid
23,2,545,122,2024-04-24 08:45,stationary/hybrid
23,2,545,670,2024-04-24 08:45,stationary/hybrid
23,2,545,702,2024-04-24 08:45,stationary/hybrid
23,2,545,690,2024-04-24 08:45,stationary/hybrid
23,2,545,606,2024-04-24 08:45,stationary/hybrid
23,2,545,747,2024-04-24 08:45,stationary/hybrid
23,2,545,324,2024-04-24 08:45,stationary/hybrid
23,2,545,460,2024-04-24 08:45,stationary/hybrid
23,2,545,1043,2024-04-24 08:45,stationary/hybrid
23,2,545,216,2024-04-24 08:45,stationary/hybrid
23,2,545,181,2024-04-24 08:45,stationary/hybrid
23,2,545,729,2024-04-24 08:45,stationary/hybrid
23,2,545,463,2024-04-24 08:45,stationary/hybrid
23,2,545,674,2024-04-24 08:45,stationary/hybrid
23,2,545,20,2024-04-24 08:45,stationary/hybrid
23,2,545,228,2024-04-24 08:45,stationary/hybrid
23,2,545,74,2024-04-24 08:45,stationary/hybrid
24,2,560,204,2025-03-25 08:30,stationary/hybrid
24,2,560,555,2025-03-25 08:30,stationary/hybrid
24,2,560,913,2025-03-25 08:30,stationary/hybrid
24,2,560,873,2025-03-25 08:30,stationary/hybrid
24,2,560,111,2025-03-25 08:30,stationary/hybrid
24,2,560,986,2025-03-25 08:30,stationary/hybrid
24,2,560,389,2025-03-25 08:30,stationary/hybrid
24,2,560,507,2025-03-25 08:30,stationary/hybrid
24,2,560,346,2025-03-25 08:30,stationary/hybrid
24,2,560,921,2025-03-25 08:30,stationary/hybrid
24,2,560,330,2025-03-25 08:30,stationary/hybrid
24,2,560,414,2025-03-25 08:30,stationary/hybrid
24,2,560,207,2025-03-25 08:30,stationary/hybrid
24,2,560,421,2025-03-25 08:30,stationary/hybrid
24,2,560,582,2025-03-25 08:30,stationary/hybrid
24,2,560,337,2025-03-25 08:30,stationary/hybrid
24,2,560,132,2025-03-25 08:30,stationary/hybrid
24,2,560,933,2025-03-25 08:30,stationary/hybrid
24,2,560,874,2025-03-25 08:30,stationary/hybrid
25,2,899,1022,2021-05-24 08:30,stationary/hybrid
25,2,899,890,2021-05-24 08:30,stationary/hybrid
25,2,899,747,2021-05-24 08:30,stationary/hybrid
25,2,899,893,2021-05-24 08:30,stationary/hybrid
25,2,899,241,2021-05-24 08:30,stationary/hybrid
25,2,899,260,2021-05-24 08:30,stationary/hybrid
25,2,899,919,2021-05-24 08:30,stationary/hybrid
25,2,899,208,2021-05-24 08:30,stationary/hybrid
25,2,899,722,2021-05-24 08:30,stationary/hybrid
25,2,899,932,2021-05-24 08:30,stationary/hybrid
25,2,899,469,2021-05-24 08:30,stationary/hybrid
25,2,899,139,2021-05-24 08:30,stationary/hybrid
25,2,899,47,2021-05-24 08:30,stationary/hybrid
25,2,899,702,2021-05-24 08:30,stationary/hybrid
25,2,899,324,2021-05-24 08:30,stationary/hybrid
26,2,1015,170,2025-03-24 10:30,stationary/hybrid
26,2,1015,121,2025-03-24 10:30,stationary/hybrid
26,2,1015,537,2025-03-24 10:30,stationary/hybrid
26,2,1015,131,2025-03-24 10:30,stationary/hybrid
26,2,1015,506,2025-03-24 10:30,stationary/hybrid
26,2,1015,513,2025-03-24 10:30,stationary/hybrid
26,2,1015,80,2025-03-24 10:30,stationary/hybrid
26,2,1015,455,2025-03-24 10:30,stationary/hybrid
26,2,1015,1092,2025-03-24 10:30,stationary/hybrid
26,2,1015,218,2025-03-24 10:30,stationary/hybrid
26,2,1015,183,2025-03-24 10:30,stationary/hybrid
26,2,1015,758,2025-03-24 10:30,stationary/hybrid
26,2,1015,719,2025-03-24 10:30,stationary/hybrid
26,2,1015,541,2025-03-24 10:30,stationary/hybrid
26,2,1015,24,2025-03-24 10:30,stationary/hybrid
26,2,1015,367,2025-03-24 10:30,stationary/hybrid
26,2,1015,384,2025-03-24 10:30,stationary/hybrid
26,2,1015,522,2025-03-24 10:30,stationary/hybrid
26,2,1015,858,2025-03-24 10:30,stationary/hybrid
26,2,1015,950,2025-03-24 10:30,stationary/hybrid
26,2,1015,214,2025-03-24 10:30,stationary/hybrid
26,2,1015,904,2025-03-24 10:30,stationary/hybrid
26,2,1015,560,2025-03-24 10:30,stationary/hybrid
26,2,1015,206,2025-03-24 10:30,stationary/hybrid
26,2,1015,150,2025-03-24 10:30,stationary/hybrid
27,2,1485,80,2022-10-24 11:45,stationary/hybrid
27,2,1485,851,2022-10-24 11:45,stationary/hybrid
27,2,1485,938,2022-10-24 11:45,stationary/hybrid
27,2,1485,135,2022-10-24 11:45,stationary/hybrid
27,2,1485,985,2022-10-24 11:45,stationary/hybrid
27,2,1485,206,2022-10-24 11:45,stationary/hybrid
27,2,1485,950,2022-10-24 11:45,stationary/hybrid
27,2,1485,218,2022-10-24 11:45,stationary/hybrid
27,2,1485,199,2022-10-24 11:45,stationary/hybrid
27,2,1485,513,2022-10-24 11:45,stationary/hybrid
28,2,749,719,2024-01-08 08:00,stationary/hybrid
28,2,749,298,2024-01-08 08:00,stationary/hybrid
28,2,749,450,2024-01-08 08:00,stationary/hybrid
28,2,749,904,2024-01-08 08:00,stationary/hybrid
28,2,749,1006,2024-01-08 08:00,stationary/hybrid
28,2,749,214,2024-01-08 08:00,stationary/hybrid
28,2,749,1028,2024-01-08 08:00,stationary/hybrid
28,2,749,210,2024-01-08 08:00,stationary/hybrid
28,2,749,657,2024-01-08 08:00,stationary/hybrid
28,2,749,677,2024-01-08 08:00,stationary/hybrid
28,2,749,183,2024-01-08 08:00,stationary/hybrid
28,2,749,513,2024-01-08 08:00,stationary/hybrid
28,2,749,650,2024-01-08 08:00,stationary/hybrid
28,2,749,784,2024-01-08 08:00,stationary/hybrid
28,2,749,40,2024-01-08 08:00,stationary/hybrid
29,2,1055,967,2022-04-11 08:45,stationary/hybrid
29,2,1055,975,2022-04-11 08:45,stationary/hybrid
29,2,1055,797,2022-04-11 08:45,stationary/hybrid
29,2,1055,7,2022-04-11 08:45,stationary/hybrid
29,2,1055,346,2022-04-11 08:45,stationary/hybrid
29,2,1055,971,2022-04-11 08:45,stationary/hybrid
29,2,1055,69,2022-04-11 08:45,stationary/hybrid
29,2,1055,476,2022-04-11 08:45,stationary/hybrid
29,2,1055,593,2022-04-11 08:45,stationary/hybrid
29,2,1055,741,2022-04-11 08:45,stationary/hybrid
29,2,1055,655,2022-04-11 08:45,stationary/hybrid
29,2,1055,913,2022-04-11 08:45,stationary/hybrid
29,2,1055,64,2022-04-11 08:45,stationary/hybrid
29,2,1055,337,2022-04-11 08:45,stationary/hybrid
29,2,1055,1015,2022-04-11 08:45,stationary/hybrid
29,2,1055,538,2022-04-11 08:45,stationary/hybrid
29,2,1055,714,2022-04-11 08:45,stationary/hybrid
29,2,1055,849,2022-04-11 08:45,stationary/hybrid
30,2,489,1165,2022-08-22 11:45,online
30,2,489,1086,2022-08-22 11:45,online
30,2,489,739,2022-08-22 11:45,online
30,2,489,576,2022-08-22 11:45,online
30,2,489,540,2022-08-22 11:45,online
30,2,489,154,2022-08-22 11:45,online
30,2,489,890,2022-08-22 11:45,online
30,2,489,866,2022-08-22 11:45,online
30,2,489,369,2022-08-22 11:45,online
30,2,489,89,2022-08-22 11:45,online
31,2,755,437,2023-10-30 08:45,stationary/hybrid
31,2,755,326,2023-10-30 08:45,stationary/hybrid
31,2,755,692,2023-10-30 08:45,stationary/hybrid
31,2,755,893,2023-10-30 08:45,stationary/hybrid
